NOTE,PROCEDURE,MOD,PAR_AMOUNT,NON-PAR AMOUNT,LIMITING CHARGE
,43283,,170.15,161.64,185.89
,43284,,703.58,668.40,768.66
,43285,,723.69,687.51,790.64
,43286,,3396.90,3227.06,3711.12
,43287,,3803.66,3613.48,4155.50
,43288,,4008.38,3807.96,4379.15
,43290,,2536.56,2409.73,2771.19
#,43290,,191.97,182.37,209.73
,43291,,454.68,431.95,496.74
#,43291,,163.46,155.29,178.58
,43300,,649.61,617.13,709.70
,43305,,1136.85,1080.01,1242.01
,43310,,1587.20,1507.84,1734.02
,43312,,1702.97,1617.82,1860.49
,43313,,3133.10,2976.45,3422.92
,43314,,3362.29,3194.18,3673.31
,43320,,1510.77,1435.23,1650.51
,43325,,1467.81,1394.42,1603.58
,43327,,878.01,834.11,959.23
,43328,,1201.63,1141.55,1312.78
,43330,,1444.20,1371.99,1577.79
,43331,,1433.22,1361.56,1565.79
,43332,,1237.07,1175.22,1351.50
,43333,,1355.50,1287.73,1480.89
,43334,,1327.04,1260.69,1449.79
,43335,,1429.07,1357.62,1561.26
,43336,,1550.17,1472.66,1693.56
,43337,,1652.06,1569.46,1804.88
,43338,,122.65,116.52,134.00
,43340,,1492.21,1417.60,1630.24
,43341,,1499.74,1424.75,1638.46
,43351,,1410.77,1340.23,1541.26
,43352,,1141.18,1084.12,1246.74
,43360,,2410.08,2289.58,2633.02
,43361,,2915.10,2769.35,3184.75
,43400,,1646.61,1564.28,1798.92
,43405,,1559.72,1481.73,1703.99
,43410,,1072.12,1018.51,1171.29
,43415,,2761.47,2623.40,3016.91
,43420,,1056.41,1003.59,1154.13
,43425,,1543.57,1466.39,1686.35
,43450,,185.99,176.69,203.19
#,43450,,81.06,77.01,88.56
,43453,,771.48,732.91,842.85
#,43453,,88.64,84.21,96.84
,43460,,214.76,204.02,234.62
,43496,,2335.83,2219.04,2551.90
,43497,,811.33,770.76,886.37
,43500,,848.11,805.70,926.56
,43501,,1458.88,1385.94,1593.83
,43502,,1650.69,1568.16,1803.38
,43510,,1025.69,974.41,1120.57
,43520,,740.39,703.37,808.88
,43605,,899.36,854.39,982.55
,43610,,1053.12,1000.46,1150.53
,43611,,1323.17,1257.01,1445.56
,43620,,2144.91,2037.66,2343.31
,43621,,2454.56,2331.83,2681.60
,43622,,2500.42,2375.40,2731.71
,43631,,1562.84,1484.70,1707.41
,43632,,2197.41,2087.54,2400.67
,43633,,2077.93,1974.03,2270.13
,43634,,2299.55,2184.57,2512.26
,43635,,121.44,115.37,132.68
,43640,,1287.84,1223.45,1406.97
,43641,,1302.66,1237.53,1423.16
,43644,,1879.10,1785.15,2052.92
,43645,,1994.32,1894.60,2178.79
,43647,,1436.56,1364.73,1569.44
,43648,,1652.02,1569.42,1804.83
,43651,,709.39,673.92,775.01
,43652,,827.90,786.51,904.49
,43653,,620.37,589.35,677.75
,43752,,40.94,38.89,44.72
,43753,,22.83,21.69,24.94
,43754,,229.62,218.14,250.86
#,43754,,39.45,37.48,43.10
,43755,,199.78,189.79,218.26
#,43755,,60.63,57.60,66.24
,43756,,269.27,255.81,294.18
#,43756,,51.66,49.08,56.44
,43757,,362.35,344.23,395.86
#,43757,,78.23,74.32,85.47
,43761,,129.21,122.75,141.16
#,43761,,109.51,104.03,119.63
,43762,,222.02,210.92,242.56
#,43762,,39.61,37.63,43.27
,43763,,330.11,313.60,360.64
#,43763,,91.52,86.94,99.98
,43770,,1214.60,1153.87,1326.95
,43771,,1380.23,1311.22,1507.90
,43772,,1027.26,975.90,1122.29
,43773,,1380.23,1311.22,1507.90
,43774,,1038.19,986.28,1134.22
,43775,,1202.38,1142.26,1313.60
,43800,,1004.22,954.01,1097.11
,43810,,1100.07,1045.07,1201.83
,43820,,1450.23,1377.72,1584.38
,43825,,1418.31,1347.39,1549.50
,43830,,754.17,716.46,823.93
,43831,,652.65,620.02,713.02
,43832,,1129.87,1073.38,1234.39
,43840,,1465.87,1392.58,1601.47
,43843,,1388.58,1319.15,1517.02
,43845,,2118.02,2012.12,2313.94
,43846,,1785.77,1696.48,1950.95
,43847,,1954.99,1857.24,2135.83
,43848,,2093.20,1988.54,2286.82
,43860,,1762.28,1674.17,1925.30
,43865,,1850.26,1757.75,2021.41
,43870,,760.78,722.74,831.15
,43880,,1737.88,1650.99,1898.64
,43881,,1436.56,1364.73,1569.44
,43882,,1652.02,1569.42,1804.83
,43886,,393.19,373.53,429.56
,43887,,356.22,338.41,389.17
,43888,,498.36,473.44,544.46
,44005,,1173.72,1115.03,1282.28
,44010,,891.29,846.73,973.74
,44015,,152.08,144.48,166.15
,44020,,1046.93,994.58,1143.77
,44021,,1044.16,991.95,1140.74
,44025,,1053.88,1001.19,1151.37
,44050,,1008.08,957.68,1101.33
,44055,,1605.53,1525.25,1754.04
,44100,,108.57,103.14,118.61
,44110,,905.18,859.92,988.91
,44111,,1041.78,989.69,1138.14
,44120,,1314.21,1248.50,1435.78
,44121,,258.96,246.01,282.91
,44125,,1257.63,1194.75,1373.96
,44126,,2669.15,2535.69,2916.04
,44127,,3084.93,2930.68,3370.28
,44128,,263.38,250.21,287.74
,44130,,1411.33,1340.76,1541.87
,44139,,128.16,121.75,140.01
,44140,,1438.05,1366.15,1571.07
,44141,,1935.51,1838.73,2114.54
,44143,,1765.45,1677.18,1928.76
,44144,,1883.16,1789.00,2057.35
,44145,,1751.94,1664.34,1913.99
,44146,,2225.53,2114.25,2431.39
,44147,,2065.94,1962.64,2257.04
,44150,,1962.87,1864.73,2144.44
,44151,,2311.05,2195.50,2524.83
,44155,,2180.38,2071.36,2382.06
,44156,,2470.81,2347.27,2699.36
,44157,,2350.50,2232.98,2567.93
,44158,,2410.15,2289.64,2633.09
,44160,,1327.94,1261.54,1450.77
,44180,,989.88,940.39,1081.45
,44186,,701.54,666.46,766.43
,44187,,1142.33,1085.21,1247.99
,44188,,1282.53,1218.40,1401.16
,44202,,1485.67,1411.39,1623.10
,44203,,257.51,244.63,281.32
,44204,,1630.74,1549.20,1781.58
,44205,,1411.27,1340.71,1541.82
,44206,,1848.56,1756.13,2019.55
,44207,,1908.72,1813.28,2085.27
,44208,,2074.26,1970.55,2266.13
,44210,,1848.99,1756.54,2020.02
,44211,,2165.76,2057.47,2366.09
,44212,,2100.81,1995.77,2295.14
,44213,,196.86,187.02,215.07
,44227,,1759.69,1671.71,1922.47
,44300,,905.98,860.68,989.78
,44310,,1105.20,1049.94,1207.43
,44312,,632.01,600.41,690.47
,44314,,1059.57,1006.59,1157.58
,44316,,1529.72,1453.23,1671.21
,44320,,1279.14,1215.18,1397.46
,44322,,1065.30,1012.04,1163.85
,44340,,668.69,635.26,730.55
,44345,,1114.63,1058.90,1217.74
,44346,,1256.67,1193.84,1372.92
,44360,,145.79,138.50,159.28
,44361,,160.55,152.52,175.40
,44363,,193.89,184.20,211.83
,44364,,206.45,196.13,225.55
,44365,,184.83,175.59,201.93
,44366,,242.08,229.98,264.48
,44369,,248.11,235.70,271.06
,44370,,269.88,256.39,294.85
,44372,,243.75,231.56,266.29
,44373,,194.29,184.58,212.27
,44376,,286.35,272.03,312.83
,44377,,303.27,288.11,331.33
,44378,,388.71,369.27,424.66
,44379,,414.56,393.83,452.90
,44380,,193.93,184.23,211.86
#,44380,,58.33,55.41,63.72
,44381,,945.57,898.29,1033.03
#,44381,,86.44,82.12,94.44
,44382,,292.56,277.93,319.62
#,44382,,75.28,71.52,82.25
,44384,,155.26,147.50,169.63
,44385,,214.28,203.57,234.11
#,44385,,74.80,71.06,81.72
,44386,,305.65,290.37,333.93
#,44386,,90.95,86.40,99.36
,44388,,317.41,301.54,346.77
#,44388,,160.50,152.48,175.35
,44388,53,158.83,150.89,173.52
#,44388,53,80.69,76.66,88.16
,44389,,409.35,388.88,447.21
#,44389,,174.96,166.21,191.14
,44390,,403.93,383.73,441.29
#,44390,,212.80,202.16,232.48
,44391,,630.53,599.00,688.85
#,44391,,234.06,222.36,255.71
,44392,,393.44,373.77,429.84
#,44392,,207.16,196.80,226.32
,44394,,439.10,417.15,479.72
#,44394,,229.89,218.40,251.16
,44401,,2280.46,2166.44,2491.41
#,44401,,245.16,232.90,267.84
,44402,,264.40,251.18,288.86
,44403,,308.16,292.75,336.66
,44404,,418.07,397.17,456.75
#,44404,,174.96,166.21,191.14
,44405,,546.77,519.43,597.34
#,44405,,185.81,176.52,203.00
,44406,,232.04,220.44,253.51
,44407,,278.18,264.27,303.91
,44408,,234.00,222.30,255.65
,44500,,19.26,18.30,21.05
,44602,,1512.94,1437.29,1652.88
,44603,,1729.91,1643.41,1889.92
,44604,,1128.75,1072.31,1233.16
,44605,,1374.89,1306.15,1502.07
,44615,,1137.67,1080.79,1242.91
,44620,,916.53,870.70,1001.31
,44625,,1067.42,1014.05,1166.16
,44626,,1694.72,1609.98,1851.48
,44640,,1488.08,1413.68,1625.73
,44650,,1530.72,1454.18,1672.31
,44660,,1417.08,1346.23,1548.16
,44661,,1633.93,1552.23,1785.06
,44680,,1163.65,1105.47,1271.29
,44700,,1050.26,997.75,1147.41
,44701,,183.06,173.91,200.00
,44720,,295.30,280.54,322.62
,44721,,413.24,392.58,451.47
,44800,,832.35,790.73,909.34
,44820,,920.30,874.29,1005.43
,44850,,802.04,761.94,876.23
,44900,,846.68,804.35,925.00
,44950,,692.22,657.61,756.25
,44955,,89.07,84.62,97.31
,44960,,945.81,898.52,1033.30
,44970,,648.30,615.89,708.27
,45000,,449.65,427.17,491.25
,45005,,319.42,303.45,348.97
#,45005,,174.78,166.04,190.95
,45020,,596.65,566.82,651.84
,45100,,316.61,300.78,345.90
,45108,,401.02,380.97,438.12
,45110,,1895.53,1800.75,2070.86
,45111,,1147.93,1090.53,1254.11
,45112,,1864.27,1771.06,2036.72
,45113,,1913.05,1817.40,2090.01
,45114,,1963.56,1865.38,2145.19
,45116,,1587.79,1508.40,1734.66
,45119,,1927.63,1831.25,2105.94
,45120,,1727.48,1641.11,1887.28
,45121,,1887.64,1793.26,2062.25
,45123,,1159.73,1101.74,1267.00
,45126,,2855.44,2712.67,3119.57
,45130,,1131.05,1074.50,1235.68
,45135,,1332.92,1266.27,1456.21
,45136,,1829.38,1737.91,1998.60
,45150,,454.32,431.60,496.34
,45160,,1107.15,1051.79,1209.56
,45171,,641.87,609.78,701.25
,45172,,857.36,814.49,936.66
,45190,,720.70,684.67,787.37
,45300,,127.86,121.47,139.69
#,45300,,50.05,47.55,54.68
,45303,,912.79,867.15,997.22
#,45303,,89.18,84.72,97.43
,45305,,181.07,172.02,197.82
#,45305,,75.82,72.03,82.83
,45307,,217.43,206.56,237.54
#,45307,,107.66,102.28,117.62
,45308,,207.11,196.75,226.26
#,45308,,90.88,86.34,99.29
,45309,,213.78,203.09,233.55
#,45309,,96.26,91.45,105.17
,45315,,231.76,220.17,253.20
#,45315,,113.60,107.92,124.11
,45317,,222.30,211.19,242.87
#,45317,,115.11,109.35,125.75
,45320,,226.67,215.34,247.64
#,45320,,112.38,106.76,122.77
,45321,,111.07,105.52,121.35
,45327,,125.56,119.28,137.17
,45330,,183.82,174.63,200.82
#,45330,,57.91,55.01,63.26
,45331,,281.24,267.18,307.26
#,45331,,73.64,69.96,80.45
,45332,,275.35,261.58,300.82
#,45332,,107.79,102.40,117.76
,45333,,323.98,307.78,353.95
#,45333,,97.02,92.17,106.00
,45334,,480.82,456.78,525.30
#,45334,,119.22,113.26,130.25
,45335,,285.14,270.88,311.51
#,45335,,68.18,64.77,74.49
,45337,,116.77,110.93,127.57
,45338,,296.98,282.13,324.45
#,45338,,122.31,116.19,133.62
,45340,,444.42,422.20,485.53
#,45340,,80.24,76.23,87.66
,45341,,125.66,119.38,137.29
,45342,,173.97,165.27,190.06
,45346,,2200.22,2090.21,2403.74
#,45346,,162.99,154.84,178.07
,45347,,156.32,148.50,170.78
,45349,,200.34,190.32,218.87
,45350,,651.52,618.94,711.78
#,45350,,103.31,98.14,112.86
,45378,,340.87,323.83,372.40
#,45378,,187.84,178.45,205.22
,45378,53,170.28,161.77,186.04
#,45378,53,94.08,89.38,102.79
,45379,,434.88,413.14,475.11
#,45379,,241.82,229.73,264.19
,45380,,431.92,410.32,471.87
#,45380,,203.66,193.48,222.50
,45381,,440.64,418.61,481.40
#,45381,,203.34,193.17,222.15
,45382,,656.97,624.12,717.74
#,45382,,261.79,248.70,286.01
,45384,,489.14,464.68,534.38
#,45384,,234.73,222.99,256.44
,45385,,455.05,432.30,497.15
#,45385,,257.79,244.90,281.64
,45386,,601.20,571.14,656.81
#,45386,,215.39,204.62,235.31
,45388,,2358.54,2240.61,2576.70
#,45388,,275.13,261.37,300.58
,45389,,293.41,278.74,320.55
,45390,,336.70,319.87,367.85
,45391,,260.58,247.55,284.68
,45392,,308.16,292.75,336.66
,45393,,256.46,243.64,280.19
,45395,,2040.26,1938.25,2228.99
,45397,,2197.89,2088.00,2401.20
,45398,,809.09,768.64,883.94
#,45398,,241.82,229.73,264.19
,45400,,1179.73,1120.74,1288.85
,45402,,1590.39,1510.87,1737.50
,45500,,608.20,577.79,664.46
,45505,,625.87,594.58,683.77
,45520,,158.89,150.95,173.59
#,45520,,41.37,39.30,45.20
,45540,,1093.51,1038.83,1194.65
,45541,,983.65,934.47,1074.64
,45550,,1515.16,1439.40,1655.31
,45560,,721.32,685.25,788.04
,45562,,1254.62,1191.89,1370.67
,45563,,1781.39,1692.32,1946.17
,45800,,1368.13,1299.72,1494.68
,45805,,1577.93,1499.03,1723.88
,45820,,1371.87,1303.28,1498.77
,45825,,1650.59,1568.06,1803.27
,45900,,227.16,215.80,248.17
,45905,,177.32,168.45,193.72
,45910,,200.99,190.94,219.58
,45915,,359.35,341.38,392.59
#,45915,,238.61,226.68,260.68
,45990,,110.70,105.17,120.95
,46020,,122.42,116.30,133.75
,46030,,252.27,239.66,275.61
#,46030,,90.20,85.69,98.54
,46040,,571.82,543.23,624.71
#,46040,,447.52,425.14,488.91
,46045,,461.75,438.66,504.46
,46050,,236.32,224.50,258.18
#,46050,,105.56,100.28,115.32
,46060,,507.32,481.95,554.24
,46070,,284.20,269.99,310.49
,46080,,292.42,277.80,319.47
#,46080,,166.50,158.18,181.91
,46083,,209.71,199.22,229.10
#,46083,,114.79,109.05,125.41
,46200,,479.27,455.31,523.61
#,46200,,347.87,330.48,380.05
,46220,,252.17,239.56,275.49
#,46220,,126.90,120.56,138.64
,46221,,285.10,270.85,311.48
#,46221,,196.96,187.11,215.18
,46230,,317.18,301.32,346.52
#,46230,,181.90,172.81,198.73
,46250,,487.26,462.90,532.34
#,46250,,332.93,316.28,363.72
,46255,,530.32,503.80,579.37
#,46255,,371.16,352.60,405.49
,46257,,428.06,406.66,467.66
,46258,,515.46,489.69,563.14
,46260,,505.71,480.42,552.48
,46261,,558.96,531.01,610.66
,46262,,625.49,594.22,683.35
,46270,,546.03,518.73,596.54
#,46270,,418.50,397.58,457.22
,46275,,575.21,546.45,628.42
#,46275,,438.96,417.01,479.56
,46280,,499.75,474.76,545.97
,46285,,575.36,546.59,628.58
#,46285,,440.73,418.69,481.49
,46288,,581.69,552.61,635.50
,46320,,215.78,204.99,235.74
#,46320,,118.60,112.67,129.57
,46500,,310.04,294.54,338.72
#,46500,,186.06,176.76,203.27
,46505,,320.78,304.74,350.45
#,46505,,258.47,245.55,282.38
,46600,,116.76,110.92,127.56
#,46600,,42.50,40.38,46.44
,46601,,151.45,143.88,165.46
#,46601,,96.56,91.73,105.49
,46604,,625.10,593.85,682.93
#,46604,,68.81,65.37,75.18
,46606,,276.90,263.06,302.52
#,46606,,78.67,74.74,85.95
,46607,,210.04,199.54,229.47
#,46607,,129.00,122.55,140.93
,46608,,289.44,274.97,316.22
#,46608,,90.88,86.34,99.29
,46610,,271.85,258.26,297.00
#,46610,,83.95,79.75,91.71
,46611,,221.51,210.43,241.99
#,46611,,83.33,79.16,91.03
,46612,,330.46,313.94,361.03
#,46612,,102.52,97.39,112.00
,46614,,167.43,159.06,182.92
#,46614,,66.70,63.37,72.88
,46615,,177.63,168.75,194.06
#,46615,,93.36,88.69,101.99
,46700,,677.35,643.48,740.00
,46705,,607.90,577.51,664.14
,46706,,192.18,182.57,209.96
,46707,,535.55,508.77,585.09
,46710,,1192.70,1133.07,1303.03
,46712,,2387.03,2267.68,2607.83
,46715,,592.98,563.33,647.83
,46716,,1320.59,1254.56,1442.74
,46730,,2136.22,2029.41,2333.82
,46735,,2462.42,2339.30,2690.20
,46740,,2333.07,2216.42,2548.88
,46742,,2699.76,2564.77,2949.49
,46744,,3815.15,3624.39,4168.05
,46746,,4204.25,3994.04,4593.15
,46748,,4557.99,4330.09,4979.60
,46750,,780.81,741.77,853.04
,46751,,714.72,678.98,780.83
,46753,,663.66,630.48,725.05
,46754,,351.23,333.67,383.72
#,46754,,247.92,235.52,270.85
,46760,,1133.32,1076.65,1238.15
,46761,,952.81,905.17,1040.95
,46900,,241.37,229.30,263.70
#,46900,,141.28,134.22,154.35
,46910,,266.05,252.75,290.66
#,46910,,140.78,133.74,153.80
,46916,,260.10,247.10,284.17
#,46916,,144.52,137.29,157.88
,46917,,438.30,416.39,478.85
#,46917,,134.17,127.46,146.58
,46922,,314.47,298.75,343.56
#,46922,,144.32,137.10,157.67
,46924,,551.04,523.49,602.01
#,46924,,188.15,178.74,205.55
,46930,,216.91,206.06,236.97
#,46930,,154.28,146.57,168.56
,46940,,269.04,255.59,293.93
#,46940,,150.22,142.71,164.12
,46942,,255.65,242.87,279.30
#,46942,,134.90,128.16,147.38
,46945,,348.81,331.37,381.08
,46946,,390.16,370.65,426.25
,46947,,412.67,392.04,450.85
,46948,,462.10,439.00,504.85
,47000,,293.31,278.64,320.44
#,47000,,88.29,83.88,96.46
,47001,,111.44,105.87,121.75
,47010,,1302.90,1237.76,1423.42
,47015,,1253.59,1190.91,1369.55
,47100,,910.08,864.58,994.27
,47120,,2510.59,2385.06,2742.82
,47122,,3678.44,3494.52,4018.70
,47125,,3316.81,3150.97,3623.62
,47130,,3561.32,3383.25,3890.74
,47135,,5813.54,5522.86,6351.29
,47140,,3856.05,3663.25,4212.74
,47141,,4609.20,4378.74,5035.55
,47142,,5077.55,4823.67,5547.22
,47143,,604.06,573.86,659.94
,47144,,604.06,573.86,659.94
,47145,,604.06,573.86,659.94
,47146,,353.27,335.61,385.95
,47147,,412.20,391.59,450.33
,47300,,1221.71,1160.62,1334.71
,47350,,1459.71,1386.72,1594.73
,47360,,2021.85,1920.76,2208.87
,47361,,3229.56,3068.08,3528.29
,47362,,1562.70,1484.57,1707.26
,47370,,1352.82,1285.18,1477.96
,47371,,1361.10,1293.05,1487.01
,47380,,1556.60,1478.77,1700.59
,47381,,1601.71,1521.62,1749.86
,47382,,3508.85,3333.41,3833.42
#,47382,,740.67,703.64,809.19
,47383,,5604.28,5324.07,6122.68
#,47383,,450.50,427.98,492.18
,47400,,2321.93,2205.83,2536.70
,47420,,1440.05,1368.05,1573.26
,47425,,1474.36,1400.64,1610.74
,47460,,1368.39,1299.97,1494.97
,47480,,934.41,887.69,1020.84
,47490,,329.99,313.49,360.51
,47531,,406.77,386.43,444.39
#,47531,,70.35,66.83,76.85
,47532,,813.03,772.38,888.24
#,47532,,211.87,201.28,231.47
,47533,,1121.97,1065.87,1225.75
#,47533,,262.84,249.70,287.16
,47534,,1237.28,1175.42,1351.73
#,47534,,367.82,349.43,401.84
,47535,,853.80,811.11,932.78
#,47535,,195.17,185.41,213.22
,47536,,611.02,580.47,667.54
#,47536,,131.58,125.00,143.75
,47537,,472.43,448.81,516.13
#,47537,,96.30,91.49,105.21
,47538,,3564.21,3386.00,3893.90
#,47538,,233.93,222.23,255.56
,47539,,4018.89,3817.95,4390.64
#,47539,,426.13,404.82,465.54
,47540,,4011.13,3810.57,4382.16
#,47540,,438.71,416.77,479.29
,47541,,1127.77,1071.38,1232.09
#,47541,,335.48,318.71,366.52
,47542,,481.76,457.67,526.32
#,47542,,135.66,128.88,148.21
,47543,,382.00,362.90,417.34
#,47543,,143.09,135.94,156.33
,47544,,803.15,762.99,877.44
#,47544,,156.47,148.65,170.95
,47550,,175.52,166.74,191.75
,47552,,283.90,269.71,310.17
,47553,,285.35,271.08,311.74
,47554,,459.71,436.72,502.23
,47555,,340.23,323.22,371.70
,47556,,385.55,366.27,421.21
,47562,,712.24,676.63,778.12
,47563,,774.64,735.91,846.30
,47564,,1205.73,1145.44,1317.26
,47570,,838.93,796.98,916.53
,47600,,1152.39,1094.77,1258.99
,47605,,1215.02,1154.27,1327.41
,47610,,1347.47,1280.10,1472.12
,47612,,1375.99,1307.19,1503.27
,47620,,1486.60,1412.27,1624.11
,47700,,1140.32,1083.30,1245.80
,47701,,1873.99,1780.29,2047.33
,47711,,1677.49,1593.62,1832.66
,47712,,2155.49,2047.72,2354.88
,47715,,1435.16,1363.40,1567.91
,47720,,1244.15,1181.94,1359.23
,47721,,1461.53,1388.45,1596.72
,47740,,1416.28,1345.47,1547.29
,47741,,1592.42,1512.80,1739.72
,47760,,2424.94,2303.69,2649.24
,47765,,3275.07,3111.32,3578.02
,47780,,2672.63,2539.00,2919.85
,47785,,3492.23,3317.62,3815.26
,47800,,1663.29,1580.13,1817.15
,47801,,1201.00,1140.95,1312.09
,47802,,1644.51,1562.28,1796.62
,47900,,1487.42,1413.05,1625.01
,48000,,2034.35,1932.63,2222.52
,48001,,2493.55,2368.87,2724.20
,48020,,1273.17,1209.51,1390.94
,48100,,960.08,912.08,1048.89
,48102,,504.30,479.09,550.95
#,48102,,236.98,225.13,258.90
,48105,,3001.20,2851.14,3278.81
,48120,,1203.34,1143.17,1314.65
,48140,,1688.19,1603.78,1844.35
,48145,,1764.86,1676.62,1928.11
,48146,,2029.09,1927.64,2216.79
,48148,,1349.92,1282.42,1474.78
,48150,,3355.79,3188.00,3666.20
,48152,,3113.42,2957.75,3401.41
,48153,,3347.49,3180.12,3657.14
,48154,,3127.26,2970.90,3416.54
,48155,,1952.63,1855.00,2133.25
,48400,,114.85,109.11,125.48
,48500,,1237.60,1175.72,1352.08
,48510,,1180.06,1121.06,1289.22
,48520,,1188.20,1128.79,1298.11
,48540,,1413.24,1342.58,1543.97
,48545,,1454.79,1382.05,1589.36
,48547,,1936.80,1839.96,2115.95
,48548,,1806.93,1716.58,1974.07
,48551,,276.29,262.48,301.85
,48552,,254.92,242.17,278.50
,48554,,2805.51,2665.23,3065.01
,48556,,1385.31,1316.04,1513.45
,49000,,823.49,782.32,899.67
,49002,,1120.05,1064.05,1223.66
,49010,,990.23,940.72,1081.83
,49013,,493.98,469.28,539.67
,49014,,409.48,389.01,447.36
,49020,,1708.79,1623.35,1866.85
,49040,,1076.24,1022.43,1175.79
,49060,,1170.04,1111.54,1278.27
,49062,,830.69,789.16,907.53
,49082,,210.26,199.75,229.71
#,49082,,75.63,71.85,82.63
,49083,,287.12,272.76,313.67
#,49083,,106.64,101.31,116.51
,49084,,114.25,108.54,124.82
,49180,,172.60,163.97,188.57
#,49180,,83.17,79.01,90.86
,49185,,1205.91,1145.61,1317.45
#,49185,,120.46,114.44,131.61
,49203,,1275.31,1211.54,1393.27
,49204,,1626.62,1545.29,1777.08
,49205,,1868.10,1774.70,2040.91
,49215,,2364.49,2246.27,2583.21
,49250,,634.96,603.21,693.69
,49255,,843.41,801.24,921.43
,49320,,353.02,335.37,385.68
,49321,,367.72,349.33,401.73
,49322,,401.49,381.42,438.63
,49323,,682.80,648.66,745.96
,49324,,417.11,396.25,455.69
,49325,,445.37,423.10,486.57
,49326,,203.76,193.57,222.61
,49327,,140.57,133.54,153.57
,49400,,149.75,142.26,163.60
#,49400,,91.31,86.74,99.75
,49402,,919.15,873.19,1004.17
,49405,,854.47,811.75,933.51
#,49405,,194.87,185.13,212.90
,49406,,854.80,812.06,933.87
#,49406,,194.87,185.13,212.90
,49407,,733.20,696.54,801.02
#,49407,,207.91,197.51,227.14
,49411,,472.79,449.15,516.52
#,49411,,185.77,176.48,202.95
,49412,,88.96,84.51,97.19
,49418,,946.22,898.91,1033.75
#,49418,,201.38,191.31,220.01
,49419,,443.78,421.59,484.83
,49421,,243.84,231.65,266.40
,49422,,237.44,225.57,259.41
,49423,,561.25,533.19,613.17
#,49423,,71.16,67.60,77.74
,49424,,175.07,166.32,191.27
#,49424,,37.53,35.65,41.00
,49425,,842.31,800.19,920.22
,49426,,723.17,687.01,790.06
,49427,,39.94,37.94,43.63
,49428,,464.76,441.52,507.75
,49429,,493.61,468.93,539.27
,49435,,127.35,120.98,139.13
,49436,,537.21,510.35,586.90
#,49436,,199.18,189.22,217.60
,49440,,802.37,762.25,876.59
#,49440,,203.47,193.30,222.30
,49441,,932.51,885.88,1018.76
#,49441,,246.12,233.81,268.88
,49442,,764.84,726.60,835.59
#,49442,,205.65,195.37,224.68
,49446,,768.65,730.22,839.75
#,49446,,147.15,139.79,160.76
,49450,,570.00,541.50,622.73
#,49450,,66.02,62.72,72.13
,49451,,610.53,580.00,667.00
#,49451,,89.12,84.66,97.36
,49452,,742.96,705.81,811.68
#,49452,,136.96,130.11,149.63
,49460,,700.05,665.05,764.81
#,49460,,51.76,49.17,56.55
,49465,,133.19,126.53,145.51
#,49465,,30.52,28.99,33.34
,49491,,862.24,819.13,942.00
,49492,,1037.77,985.88,1133.76
,49495,,441.26,419.20,482.08
,49496,,664.73,631.49,726.21
,49500,,447.54,425.16,488.93
,49501,,655.18,622.42,715.78
,49505,,563.37,535.20,615.48
,49507,,633.43,601.76,692.02
,49520,,684.15,649.94,747.43
,49521,,773.44,734.77,844.99
,49525,,618.50,587.58,675.72
,49540,,722.89,686.75,789.76
,49550,,623.21,592.05,680.86
,49553,,681.62,647.54,744.67
,49555,,653.18,620.52,713.60
,49557,,780.05,741.05,852.21
,49591,,369.96,351.46,404.18
,49592,,515.51,489.73,563.19
,49593,,620.77,589.73,678.19
,49594,,809.13,768.67,883.97
,49595,,835.28,793.52,912.55
,49596,,1107.40,1052.03,1209.83
,49600,,793.48,753.81,866.88
,49605,,5322.09,5055.99,5814.39
,49606,,1228.49,1167.07,1342.13
,49610,,749.66,712.18,819.01
,49611,,659.45,626.48,720.45
,49613,,455.52,432.74,497.65
,49614,,618.67,587.74,675.90
,49615,,691.51,656.93,755.47
,49616,,931.08,884.53,1017.21
,49617,,956.77,908.93,1045.27
,49618,,1342.56,1275.43,1466.74
,49621,,796.91,757.06,870.62
,49622,,982.00,932.90,1072.84
,49623,,210.86,200.32,230.37
,49650,,465.72,442.43,508.79
,49651,,608.45,578.03,664.73
,49900,,879.92,835.92,961.31
,49904,,1477.88,1403.99,1614.59
,49905,,377.87,358.98,412.83
,49906,,2335.83,2219.04,2551.90
,50010,,724.58,688.35,791.60
,50020,,1040.97,988.92,1137.26
,50040,,948.71,901.27,1036.46
,50045,,955.72,907.93,1044.12
,50060,,1166.86,1108.52,1274.80
,50065,,1236.36,1174.54,1350.72
,50070,,1212.94,1152.29,1325.13
,50075,,1490.78,1416.24,1628.68
,50080,,714.56,678.83,780.65
,50081,,1152.40,1094.78,1259.00
,50100,,1167.67,1109.29,1275.68
,50120,,973.28,924.62,1063.31
,50125,,1006.94,956.59,1100.08
,50130,,1057.51,1004.63,1155.32
,50135,,1147.47,1090.10,1253.62
,50200,,497.82,472.93,543.87
#,50200,,127.18,120.82,138.94
,50205,,810.28,769.77,885.24
,50220,,1094.00,1039.30,1195.20
,50225,,1254.95,1192.20,1371.03
,50230,,1317.46,1251.59,1439.33
,50234,,1334.82,1268.08,1458.29
,50236,,1497.32,1422.45,1635.82
,50240,,1364.04,1295.84,1490.22
,50250,,1245.42,1183.15,1360.62
,50280,,969.50,921.03,1059.18
,50290,,922.35,876.23,1007.66
,50320,,1634.32,1552.60,1785.49
,50323,,286.54,272.21,313.04
