NOTE,PROCEDURE,MOD,PAR_AMOUNT,NON-PAR AMOUNT,LIMITING CHARGE
,28750,,789.35,749.88,862.36
#,28750,,595.32,565.55,650.38
,28755,,505.83,480.54,552.62
#,28755,,344.08,326.88,375.91
,28760,,778.96,740.01,851.01
#,28760,,589.12,559.66,643.61
,28800,,541.32,514.25,591.39
,28805,,728.68,692.25,796.09
,28810,,438.75,416.81,479.33
,28820,,298.80,283.86,326.44
#,28820,,182.90,173.76,199.82
,28825,,293.99,279.29,321.18
#,28825,,178.40,169.48,194.90
,28890,,312.92,297.27,341.86
#,28890,,227.36,215.99,248.39
,29000,,381.51,362.43,416.79
#,29000,,219.11,208.15,239.37
,29010,,286.29,271.98,312.78
#,29010,,167.48,159.11,182.98
,29015,,307.53,292.15,335.97
#,29015,,188.72,179.28,206.17
,29035,,269.11,255.65,294.00
#,29035,,150.30,142.79,164.21
,29040,,306.79,291.45,335.17
#,29040,,180.88,171.84,197.62
,29044,,300.77,285.73,328.59
#,29044,,174.53,165.80,190.67
,29046,,329.16,312.70,359.61
#,29046,,196.15,186.34,214.29
,29049,,103.93,98.73,113.54
#,29049,,72.93,69.28,79.67
,29055,,233.92,222.22,255.55
#,29055,,144.17,136.96,157.50
,29058,,129.32,122.85,141.28
#,29058,,98.01,93.11,107.08
,29065,,100.77,95.73,110.09
#,29065,,71.07,67.52,77.65
,29075,,90.87,86.33,99.28
#,29075,,65.04,61.79,71.06
,29085,,99.56,94.58,108.77
#,29085,,70.18,66.67,76.67
,29086,,78.22,74.31,85.46
#,29086,,50.13,47.62,54.76
,29105,,86.29,81.98,94.28
#,29105,,44.64,42.41,48.77
,29125,,68.62,65.19,74.97
#,29125,,41.82,39.73,45.69
,29126,,80.26,76.25,87.69
#,29126,,50.88,48.34,55.59
,29130,,43.76,41.57,47.81
#,29130,,30.52,28.99,33.34
,29131,,55.73,52.94,60.88
#,29131,,36.04,34.24,39.38
,29200,,31.69,30.11,34.63
#,29200,,18.13,17.22,19.80
,29240,,29.43,27.96,32.15
#,29240,,17.81,16.92,19.46
,29260,,29.02,27.57,31.71
#,29260,,19.02,18.07,20.78
,29280,,30.47,28.95,33.29
#,29280,,20.79,19.75,22.71
,29305,,258.59,245.66,282.51
#,29305,,165.28,157.02,180.57
,29325,,286.02,271.72,312.48
#,29325,,185.29,176.03,202.43
,29345,,140.35,133.33,153.33
#,29345,,103.22,98.06,112.77
,29355,,147.84,140.45,161.52
#,29355,,111.36,105.79,121.66
,29358,,168.77,160.33,184.38
#,29358,,108.40,102.98,118.43
,29365,,129.74,123.25,141.74
#,29365,,91.97,87.37,100.48
,29405,,82.98,78.83,90.65
#,29405,,60.71,57.67,66.32
,29425,,77.10,73.25,84.24
#,29425,,55.47,52.70,60.61
,29435,,129.10,122.65,141.05
#,29435,,90.68,86.15,99.07
,29440,,43.81,41.62,47.86
#,29440,,28.64,27.21,31.29
,29445,,131.05,124.50,143.18
#,29445,,101.03,95.98,110.38
,29450,,149.05,141.60,162.84
#,29450,,115.47,109.70,126.16
,29505,,92.05,87.45,100.57
#,29505,,54.27,51.56,59.29
,29515,,74.39,70.67,81.27
#,29515,,51.47,48.90,56.24
,29520,,34.27,32.56,37.44
#,29520,,18.13,17.22,19.80
,29530,,29.11,27.65,31.80
#,29530,,17.81,16.92,19.46
,29540,,28.06,26.66,30.66
#,29540,,17.40,16.53,19.01
,29550,,19.34,18.37,21.13
#,29550,,11.27,10.71,12.32
,29580,,63.97,60.77,69.89
#,29580,,27.17,25.81,29.68
,29581,,85.81,81.52,93.75
#,29581,,26.08,24.78,28.50
,29584,,77.92,74.02,85.12
#,29584,,15.29,14.53,16.71
,29700,,65.67,62.39,71.75
#,29700,,34.68,32.95,37.89
,29705,,65.29,62.03,71.33
#,29705,,46.24,43.93,50.52
,29710,,127.97,121.57,139.81
#,29710,,86.64,82.31,94.66
,29720,,89.29,84.83,97.55
#,29720,,46.03,43.73,50.29
,29730,,67.46,64.09,73.70
#,29730,,46.80,44.46,51.13
,29740,,103.64,98.46,113.23
#,29740,,72.64,69.01,79.36
,29750,,111.62,106.04,121.95
#,29750,,80.95,76.90,88.44
,29800,,561.20,533.14,613.11
,29804,,603.94,573.74,659.80
,29805,,492.03,467.43,537.54
,29806,,1114.60,1058.87,1217.70
,29807,,1087.97,1033.57,1188.61
,29819,,618.20,587.29,675.38
,29820,,561.33,533.26,613.25
,29821,,623.90,592.71,681.62
,29822,,570.18,541.67,622.92
,29823,,624.51,593.28,682.27
,29824,,712.19,676.58,778.07
,29825,,616.42,585.60,673.44
,29826,,180.23,171.22,196.90
,29827,,1123.80,1067.61,1227.75
,29828,,964.04,915.84,1053.22
,29830,,478.90,454.96,523.20
,29834,,517.50,491.63,565.37
,29835,,538.65,511.72,588.48
,29836,,616.14,585.33,673.13
,29837,,553.31,525.64,604.49
,29838,,626.88,595.54,684.87
,29840,,472.90,449.26,516.65
,29843,,514.60,488.87,562.20
,29844,,525.06,498.81,573.63
,29845,,617.50,586.63,674.62
,29846,,549.63,522.15,600.47
,29847,,576.24,547.43,629.54
,29848,,539.28,512.32,589.17
,29850,,659.99,626.99,721.04
,29851,,981.34,932.27,1072.11
,29855,,821.40,780.33,897.38
,29856,,1047.07,994.72,1143.93
,29860,,690.09,655.59,753.93
,29861,,752.87,715.23,822.51
,29862,,857.86,814.97,937.22
,29863,,856.97,814.12,936.24
,29866,,1109.50,1054.03,1212.13
,29867,,1347.96,1280.56,1472.64
,29868,,1759.12,1671.16,1921.83
,29870,,569.98,541.48,622.70
#,29870,,432.44,410.82,472.44
,29871,,543.61,516.43,593.89
,29873,,564.45,536.23,616.66
,29874,,568.24,539.83,620.80
,29875,,523.88,497.69,572.34
,29876,,688.23,653.82,751.89
,29877,,654.29,621.58,714.82
,29879,,697.98,663.08,762.54
,29880,,592.32,562.70,647.11
,29881,,570.18,541.67,622.92
,29882,,724.70,688.47,791.74
,29883,,889.54,845.06,971.82
,29884,,653.31,620.64,713.74
,29885,,798.83,758.89,872.72
,29886,,672.78,639.14,735.01
,29887,,795.98,756.18,869.61
,29888,,1024.20,972.99,1118.94
,29889,,1291.84,1227.25,1411.34
,29891,,703.17,668.01,768.21
,29892,,662.34,629.22,723.60
,29893,,662.82,629.68,724.13
#,29893,,445.54,423.26,486.75
,29894,,526.83,500.49,575.56
,29895,,481.39,457.32,525.92
,29897,,517.05,491.20,564.88
,29898,,582.01,552.91,635.85
,29899,,1053.40,1000.73,1150.84
,29900,,531.98,505.38,581.19
,29901,,570.92,542.37,623.73
,29902,,606.31,575.99,662.39
,29904,,675.84,642.05,738.36
,29905,,523.68,497.50,572.13
,29906,,680.26,646.25,743.19
,29907,,926.07,879.77,1011.74
,29914,,1043.69,991.51,1140.24
,29915,,1070.72,1017.18,1169.76
,29916,,1065.80,1012.51,1164.39
,30000,,264.06,250.86,288.49
#,30000,,124.59,118.36,136.11
,30020,,268.90,255.46,293.78
#,30020,,126.20,119.89,137.87
,30100,,140.53,133.50,153.53
#,30100,,70.15,66.64,76.64
,30110,,249.48,237.01,272.56
#,30110,,136.80,129.96,149.45
,30115,,473.36,449.69,517.14
,30117,,975.46,926.69,1065.69
#,30117,,419.17,398.21,457.94
,30118,,724.09,687.89,791.07
,30120,,519.78,493.79,567.86
#,30120,,431.32,409.75,471.21
,30124,,311.45,295.88,340.26
,30125,,669.53,636.05,731.46
,30130,,420.48,399.46,459.38
,30140,,299.64,284.66,327.36
#,30140,,184.06,174.86,201.09
,30150,,821.53,780.45,897.52
,30160,,836.08,794.28,913.42
,30200,,110.58,105.05,120.81
#,30200,,61.19,58.13,66.85
,30210,,151.77,144.18,165.81
#,30210,,104.96,99.71,114.67
,30220,,302.14,287.03,330.08
#,30220,,131.99,125.39,144.20
,30300,,209.13,198.67,228.47
#,30300,,124.54,118.31,136.06
,30310,,211.47,200.90,231.04
,30320,,496.39,471.57,542.31
,30400,,1250.09,1187.59,1365.73
,30410,,1445.25,1372.99,1578.94
,30420,,1483.45,1409.28,1620.67
,30430,,1087.08,1032.73,1187.64
,30435,,1365.58,1297.30,1491.90
,30450,,1796.83,1706.99,1963.04
,30460,,856.82,813.98,936.08
,30462,,1647.98,1565.58,1800.42
,30465,,1051.36,998.79,1148.61
,30468,,2431.93,2310.33,2656.88
#,30468,,174.51,165.78,190.65
,30469,,2376.21,2257.40,2596.01
#,30469,,155.60,147.82,169.99
,30520,,688.43,654.01,752.11
,30540,,754.36,716.64,824.14
,30545,,1024.27,973.06,1119.02
,30560,,318.37,302.45,347.82
#,30560,,153.39,145.72,167.58
,30580,,612.16,581.55,668.78
#,30580,,468.16,444.75,511.46
,30600,,519.61,493.63,567.67
#,30600,,390.79,371.25,426.94
,30620,,684.28,650.07,747.58
,30630,,683.65,649.47,746.89
,30801,,217.47,206.60,237.59
#,30801,,153.22,145.56,167.39
,30802,,278.90,264.96,304.70
#,30802,,205.94,195.64,224.99
,30901,,156.91,149.06,171.42
#,30901,,59.73,56.74,65.25
,30903,,243.42,231.25,265.94
#,30903,,81.35,77.28,88.87
,30905,,348.81,331.37,381.08
#,30905,,111.51,105.93,121.82
,30906,,375.13,356.37,409.83
#,30906,,138.80,131.86,151.64
,30915,,620.05,589.05,677.41
,30920,,895.44,850.67,978.27
,30930,,121.19,115.13,132.40
,31000,,185.87,176.58,203.07
#,31000,,112.90,107.26,123.35
,31002,,190.48,180.96,208.10
,31020,,418.51,397.58,457.22
#,31020,,342.96,325.81,374.68
,31030,,644.45,612.23,704.06
#,31030,,520.79,494.75,568.96
,31032,,605.39,575.12,661.39
,31040,,826.83,785.49,903.31
,31050,,526.63,500.30,575.35
,31051,,707.04,671.69,772.44
,31070,,482.46,458.34,527.09
,31075,,845.84,803.55,924.08
,31080,,1113.64,1057.96,1216.65
,31081,,1195.59,1135.81,1306.18
,31084,,1238.36,1176.44,1352.91
,31085,,1276.41,1212.59,1394.48
,31086,,1204.88,1144.64,1316.34
,31087,,1151.07,1093.52,1257.55
,31090,,1125.57,1069.29,1229.68
,31200,,623.85,592.66,681.56
,31201,,795.08,755.33,868.63
,31205,,943.80,896.61,1031.10
,31225,,1853.55,1760.87,2025.00
,31230,,2072.25,1968.64,2263.94
,31231,,186.22,176.91,203.45
#,31231,,66.76,63.42,72.93
,31233,,275.24,261.48,300.70
#,31233,,139.96,132.96,152.90
,31235,,313.18,297.52,342.15
#,31235,,164.66,156.43,179.89
,31237,,260.45,247.43,284.54
#,31237,,165.20,156.94,180.48
,31238,,254.22,241.51,277.74
#,31238,,172.86,164.22,188.85
,31239,,616.20,585.39,673.20
,31240,,164.24,156.03,179.43
,31241,,461.65,438.57,504.36
,31242,,2434.78,2313.04,2660.00
#,31242,,163.48,155.31,178.61
,31243,,2363.76,2245.57,2582.41
#,31243,,163.48,155.31,178.61
,31253,,516.82,490.98,564.63
,31254,,440.91,418.86,481.69
#,31254,,251.07,238.52,274.30
,31255,,334.01,317.31,364.91
,31256,,185.65,176.37,202.83
,31257,,461.49,438.42,504.18
,31259,,487.17,462.81,532.23
,31267,,274.85,261.11,300.28
,31276,,391.35,371.78,427.55
,31287,,207.65,197.27,226.86
,31288,,242.02,229.92,264.41
,31290,,1184.14,1124.93,1293.67
,31291,,1284.47,1220.25,1403.29
,31292,,1021.66,970.58,1116.17
,31293,,1111.09,1055.54,1213.87
,31294,,1269.48,1206.01,1386.91
,31295,,1602.22,1522.11,1750.43
#,31295,,162.92,154.77,177.99
,31296,,1627.85,1546.46,1778.43
#,31296,,185.00,175.75,202.11
,31297,,1587.47,1508.10,1734.32
#,31297,,148.82,141.38,162.59
,31298,,3010.57,2860.04,3289.05
#,31298,,264.66,251.43,289.14
,31300,,1278.82,1214.88,1397.11
,31360,,2113.57,2007.89,2309.07
,31365,,2611.47,2480.90,2853.04
,31367,,2227.74,2116.35,2433.80
,31368,,2463.94,2340.74,2691.85
,31370,,2086.62,1982.29,2279.63
,31375,,1983.33,1884.16,2166.78
,31380,,1955.55,1857.77,2136.44
,31382,,2143.08,2035.93,2341.32
,31390,,2878.79,2734.85,3145.08
,31395,,3016.75,2865.91,3295.80
,31400,,1031.36,979.79,1126.76
,31420,,856.44,813.62,935.66
,31500,,146.61,139.28,160.17
,31502,,36.10,34.30,39.45
,31505,,89.43,84.96,97.70
#,31505,,50.36,47.84,55.02
,31510,,217.40,206.53,237.51
#,31510,,124.74,118.50,136.28
,31511,,213.89,203.20,233.68
#,31511,,138.98,132.03,151.83
,31512,,219.49,208.52,239.80
#,31512,,133.61,126.93,145.97
,31513,,135.48,128.71,148.02
,31515,,213.38,202.71,233.12
#,31515,,113.94,108.24,124.48
,31520,,161.63,153.55,176.58
,31525,,254.25,241.54,277.77
#,31525,,165.46,157.19,180.77
,31526,,161.96,153.86,176.94
,31527,,200.67,190.64,219.24
,31528,,148.86,141.42,162.63
,31529,,166.13,157.82,181.49
,31530,,205.56,195.28,224.57
,31531,,217.29,206.43,237.39
,31535,,194.88,185.14,212.91
,31536,,216.31,205.49,236.31
,31540,,248.49,236.07,271.48
,31541,,271.13,257.57,296.21
,31545,,372.95,354.30,407.45
,31546,,565.95,537.65,618.30
,31551,,1585.94,1506.64,1732.64
,31552,,1529.32,1452.85,1670.78
,31553,,1721.23,1635.17,1880.45
,31554,,1721.88,1635.79,1881.16
,31560,,321.58,305.50,351.33
,31561,,351.89,334.30,384.45
,31570,,350.60,333.07,383.03
#,31570,,237.28,225.42,259.23
,31571,,256.47,243.65,280.20
,31572,,519.19,493.23,567.21
#,31572,,186.00,176.70,203.21
,31573,,289.01,274.56,315.74
#,31573,,153.41,145.74,167.60
,31574,,914.63,868.90,999.24
#,31574,,154.30,146.59,168.58
,31575,,129.15,122.69,141.09
#,31575,,70.39,66.87,76.90
,31576,,270.33,256.81,295.33
#,31576,,123.11,116.95,134.49
,31577,,274.84,261.10,300.27
#,31577,,137.95,131.05,150.71
,31578,,307.66,292.28,336.12
#,31578,,154.30,146.59,168.58
,31579,,199.14,189.18,217.56
#,31579,,122.62,116.49,133.96
,31580,,1306.38,1241.06,1427.22
,31584,,1441.92,1369.82,1575.29
,31587,,1236.27,1174.46,1350.63
,31590,,933.27,886.61,1019.60
,31591,,1127.05,1070.70,1231.31
,31592,,1782.61,1693.48,1947.50
,31600,,321.81,305.72,351.58
,31601,,465.69,442.41,508.77
,31603,,337.22,320.36,368.41
,31605,,349.87,332.38,382.24
,31610,,980.94,931.89,1071.67
,31611,,548.26,520.85,598.98
,31612,,94.26,89.55,102.98
#,31612,,50.03,47.53,54.66
,31613,,434.34,412.62,474.51
,31614,,729.94,693.44,797.46
,31615,,174.26,165.55,190.38
#,31615,,118.73,112.79,129.71
,31622,,250.34,237.82,273.49
#,31622,,134.75,128.01,147.21
,31623,,272.04,258.44,297.21
#,31623,,131.92,125.32,144.12
,31624,,253.88,241.19,277.37
#,31624,,133.78,127.09,146.15
,31625,,345.66,328.38,377.64
#,31625,,156.79,148.95,171.29
,31626,,769.98,731.48,841.20
#,31626,,199.81,189.82,218.29
,31627,,1033.16,981.50,1128.73
#,31627,,97.19,92.33,106.18
,31628,,368.10,349.70,402.16
#,31628,,175.68,166.90,191.94
,31629,,447.22,424.86,488.59
#,31629,,187.32,177.95,204.64
,31630,,201.05,191.00,219.65
,31631,,228.95,217.50,250.13
,31632,,65.04,61.79,71.06
#,31632,,48.90,46.46,53.43
,31633,,81.34,77.27,88.86
#,31633,,63.26,60.10,69.12
,31634,,1425.72,1354.43,1557.59
#,31634,,188.85,179.41,206.32
,31635,,294.16,279.45,321.37
#,31635,,177.28,168.42,193.68
,31636,,218.11,207.20,238.28
,31637,,76.15,72.34,83.19
,31638,,247.16,234.80,270.02
,31640,,248.48,236.06,271.47
,31641,,255.70,242.92,279.36
,31643,,168.55,160.12,184.14
,31645,,273.62,259.94,298.93
#,31645,,148.03,140.63,161.72
,31646,,142.65,135.52,155.85
,31647,,205.46,195.19,224.47
,31648,,198.56,188.63,216.92
,31649,,66.40,63.08,72.54
,31651,,76.15,72.34,83.19
,31652,,1210.35,1149.83,1322.30
#,31652,,220.79,209.75,241.21
,31653,,1257.59,1194.71,1373.92
#,31653,,245.11,232.85,267.78
,31654,,120.12,114.11,131.23
#,31654,,67.18,63.82,73.39
,31660,,189.08,179.63,206.57
,31661,,199.71,189.72,218.18
,31717,,281.30,267.24,307.33
#,31717,,105.99,100.69,115.79
,31720,,48.68,46.25,53.19
,31725,,79.21,75.25,86.54
,31730,,1029.58,978.10,1124.82
#,31730,,157.22,149.36,171.76
,31750,,1372.41,1303.79,1499.36
,31755,,1750.95,1663.40,1912.91
,31760,,1468.38,1394.96,1604.20
,31766,,1898.05,1803.15,2073.62
,31770,,1419.26,1348.30,1550.55
,31775,,1494.44,1419.72,1632.68
,31780,,1241.72,1179.63,1356.57
,31781,,1491.47,1416.90,1629.44
,31785,,1114.70,1058.97,1217.82
,31786,,1540.37,1463.35,1682.85
,31800,,720.92,684.87,787.60
,31805,,873.21,829.55,953.98
,31820,,454.08,431.38,496.09
#,31820,,344.64,327.41,376.52
,31825,,629.54,598.06,687.77
#,31825,,503.94,478.74,550.55
,31830,,503.16,478.00,549.70
#,31830,,378.86,359.92,413.91
,32035,,780.62,741.59,852.83
,32036,,840.06,798.06,917.77
,32096,,853.29,810.63,932.22
,32097,,854.58,811.85,933.63
,32098,,806.71,766.37,881.33
,32100,,863.15,819.99,942.99
,32110,,1573.28,1494.62,1718.81
,32120,,929.15,882.69,1015.09
,32124,,979.91,930.91,1070.55
,32140,,1057.31,1004.44,1155.11
,32141,,1621.92,1540.82,1771.94
,32150,,1082.35,1028.23,1182.46
,32151,,1073.03,1019.38,1172.29
,32160,,846.30,803.99,924.59
,32200,,1214.82,1154.08,1327.19
,32215,,855.75,812.96,934.90
,32220,,1701.14,1616.08,1858.49
,32225,,1059.23,1006.27,1157.21
,32310,,979.95,930.95,1070.59
,32320,,1709.11,1623.65,1867.20
,32400,,168.01,159.61,183.55
#,32400,,84.72,80.48,92.55
,32408,,822.40,781.28,898.47
#,32408,,153.43,145.76,167.62
,32440,,1673.84,1590.15,1828.67
,32442,,3266.99,3103.64,3569.19
,32445,,3772.85,3584.21,4121.84
,32480,,1576.84,1498.00,1722.70
,32482,,1684.99,1600.74,1840.85
,32484,,1529.23,1452.77,1670.69
,32486,,2504.68,2379.45,2736.37
,32488,,2555.99,2428.19,2792.42
,32491,,1572.00,1493.40,1717.41
,32501,,261.17,248.11,285.33
,32503,,1916.73,1820.89,2094.02
,32504,,2185.94,2076.64,2388.14
,32505,,991.98,942.38,1083.74
,32506,,167.04,158.69,182.49
,32507,,166.71,158.37,182.13
,32540,,1846.30,1753.99,2017.09
,32550,,758.99,721.04,829.20
#,32550,,208.84,198.40,228.16
,32551,,162.59,154.46,177.63
,32552,,186.56,177.23,203.81
#,32552,,160.73,152.69,175.59
,32553,,496.18,471.37,542.08
#,32553,,176.23,167.42,192.53
,32554,,232.37,220.75,253.86
#,32554,,90.31,85.79,98.66
,32555,,308.41,292.99,336.94
#,32555,,109.85,104.36,120.01
,32556,,723.78,687.59,790.73
#,32556,,128.43,122.01,140.31
,32557,,641.97,609.87,701.35
#,32557,,150.26,142.75,164.16
,32560,,250.69,238.16,273.88
#,32560,,78.93,74.98,86.23
,32561,,96.30,91.49,105.21
#,32561,,68.53,65.10,74.87
,32562,,86.05,81.75,94.01
#,32562,,61.19,58.13,66.85
,32601,,328.18,311.77,358.54
,32604,,512.45,486.83,559.85
,32606,,492.81,468.17,538.40
,32607,,327.53,311.15,357.82
,32608,,404.06,383.86,441.44
,32609,,270.04,256.54,295.02
,32650,,710.03,674.53,775.71
,32651,,1167.02,1108.67,1274.97
,32652,,1773.55,1684.87,1937.60
,32653,,1123.58,1067.40,1227.51
,32654,,1255.12,1192.36,1371.21
,32655,,1019.63,968.65,1113.95
,32656,,855.14,812.38,934.24
,32658,,761.62,723.54,832.07
,32659,,781.28,742.22,853.55
,32661,,852.34,809.72,931.18
,32662,,953.33,905.66,1041.51
,32663,,1491.81,1417.22,1629.80
,32664,,905.19,859.93,988.92
,32665,,1314.46,1248.74,1436.05
,32666,,927.02,880.67,1012.77
,32667,,167.60,159.22,183.10
,32668,,167.60,159.22,183.10
,32669,,1432.01,1360.41,1564.47
,32670,,1705.95,1620.65,1863.75
,32671,,1893.81,1799.12,2068.99
,32672,,1620.82,1539.78,1770.75
,32673,,1296.51,1231.68,1416.43
,32674,,230.70,219.17,252.05
,32701,,220.14,209.13,240.50
,32800,,1004.78,954.54,1097.72
,32810,,962.27,914.16,1051.28
,32815,,2989.96,2840.46,3266.53
,32820,,1421.73,1350.64,1553.24
,32851,,3496.45,3321.63,3819.87
,32852,,3749.07,3561.62,4095.86
,32853,,4891.50,4646.93,5343.97
,32854,,5179.83,4920.84,5658.97
,32855,,351.00,333.45,383.47
,32856,,426.17,404.86,465.59
,32900,,1454.90,1382.16,1589.48
,32905,,1425.43,1354.16,1557.28
,32906,,1761.03,1672.98,1923.93
,32940,,1316.39,1250.57,1438.16
,32960,,126.98,120.63,138.72
#,32960,,90.82,86.28,99.22
,32994,,4624.48,4393.26,5052.25
#,32994,,440.57,418.54,481.32
,32997,,336.71,319.87,367.85
,32998,,2963.05,2814.90,3237.14
#,32998,,441.21,419.15,482.02
,33016,,247.50,235.13,270.40
,33017,,261.57,248.49,285.76
,33018,,306.19,290.88,334.51
,33019,,213.41,202.74,233.15
,33020,,875.31,831.54,956.27
,33025,,819.77,778.78,895.60
,33030,,2130.37,2023.85,2327.43
,33031,,2634.14,2502.43,2877.79
,33050,,1074.25,1020.54,1173.62
,33120,,2226.68,2115.35,2432.65
,33130,,1444.68,1372.45,1578.32
,33140,,1646.53,1564.20,1798.83
,33141,,140.90,133.86,153.94
,33202,,819.77,778.78,895.60
,33203,,864.60,821.37,944.58
,33206,,475.52,451.74,519.50
,33207,,501.67,476.59,548.08
,33208,,543.36,516.19,593.62
,33210,,169.19,160.73,184.84
,33211,,177.30,168.44,193.71
,33212,,338.68,321.75,370.01
,33213,,354.80,337.06,387.62
,33214,,501.17,476.11,547.53
,33215,,325.88,309.59,356.03
,33216,,388.07,368.67,423.97
,33217,,385.47,366.20,421.13
,33218,,406.81,386.47,444.44
,33220,,399.42,379.45,436.37
,33221,,373.99,355.29,408.58
,33222,,358.21,340.30,391.35
,33223,,428.60,407.17,468.25
,33224,,538.13,511.22,587.90
,33225,,486.12,461.81,531.08
,33226,,516.07,490.27,563.81
,33227,,355.75,337.96,388.65
,33228,,371.31,352.74,405.65
,33229,,390.33,370.81,426.43
,33230,,393.69,374.01,430.11
,33231,,420.07,399.07,458.93
,33233,,242.42,230.30,264.85
,33234,,506.77,481.43,553.64
,33235,,665.68,632.40,727.26
,33236,,826.11,784.80,902.52
,33237,,888.00,843.60,970.14
,33238,,1004.27,954.06,1097.17
,33240,,386.38,367.06,422.12
,33241,,224.13,212.92,244.86
,33243,,1461.44,1388.37,1596.63
,33244,,904.74,859.50,988.43
,33249,,956.67,908.84,1045.17
,33250,,1539.42,1462.45,1681.82
,33251,,1739.69,1652.71,1900.62
,33254,,1448.51,1376.08,1582.49
,33255,,1718.00,1632.10,1876.92
,33256,,2037.32,1935.45,2225.77
,33257,,617.42,586.55,674.53
,33258,,685.60,651.32,749.02
,33259,,897.49,852.62,980.51
,33261,,1703.00,1617.85,1860.53
,33262,,389.69,370.21,425.74
,33263,,405.40,385.13,442.90
,33264,,423.05,401.90,462.19
,33265,,1447.06,1374.71,1580.92
,33266,,1959.07,1861.12,2140.29
,33267,,1109.20,1053.74,1211.80
,33268,,137.90,131.01,150.66
,33269,,881.66,837.58,963.22
,33270,,587.16,557.80,641.47
,33271,,479.00,455.05,523.31
,33272,,363.99,345.79,397.66
,33273,,423.69,402.51,462.89
,33274,,501.35,476.28,547.72
,33275,,532.89,506.25,582.19
,33276,,607.53,577.15,663.72
,33277,,320.97,304.92,350.66
,33278,,606.18,575.87,662.25
,33279,,363.91,345.71,397.57
,33280,,208.33,197.91,227.60
,33281,,394.47,374.75,430.96
,33285,,4023.65,3822.47,4395.84
#,33285,,92.22,87.61,100.75
,33286,,133.93,127.23,146.31
#,33286,,90.34,85.82,98.69
,33287,,406.03,385.73,443.59
,33288,,538.59,511.66,588.41
,33289,,351.78,334.19,384.32
,33300,,2603.69,2473.51,2844.54
,33305,,4367.55,4149.17,4771.55
,33310,,1234.77,1173.03,1348.98
,33315,,2041.98,1939.88,2230.86
,33320,,1141.06,1084.01,1246.61
,33321,,1255.02,1192.27,1371.11
,33322,,1489.04,1414.59,1626.78
,33330,,1505.78,1430.49,1645.06
,33335,,1975.08,1876.33,2157.78
,33340,,821.66,780.58,897.67
,33361,,1281.67,1217.59,1400.23
,33362,,1397.47,1327.60,1526.74
,33363,,1451.12,1378.56,1585.34
,33364,,1446.07,1373.77,1579.84
,33365,,1509.97,1434.47,1649.64
,33366,,1661.41,1578.34,1815.09
,33367,,646.65,614.32,706.47
,33368,,783.91,744.71,856.42
,33369,,1034.65,982.92,1130.36
,33370,,140.97,133.92,154.01
,33390,,2040.49,1938.47,2229.24
,33391,,2420.16,2299.15,2644.02
,33404,,1848.94,1756.49,2019.96
,33405,,2416.17,2295.36,2639.66
,33406,,3080.27,2926.26,3365.20
,33410,,2706.11,2570.80,2956.42
,33411,,3566.93,3388.58,3896.87
,33412,,3328.85,3162.41,3636.77
,33413,,3408.63,3238.20,3723.93
,33414,,2296.63,2181.80,2509.07
,33415,,2157.27,2049.41,2356.82
,33416,,2152.70,2045.07,2351.83
,33417,,1783.24,1694.08,1948.19
,33418,,1901.78,1806.69,2077.69
,33419,,447.50,425.13,488.90
,33420,,1534.03,1457.33,1675.93
,33422,,1758.14,1670.23,1920.76
,33425,,2905.48,2760.21,3174.24
,33426,,2536.19,2409.38,2770.79
,33427,,2589.27,2459.81,2828.78
,33430,,2980.15,2831.14,3255.81
,33440,,3600.13,3420.12,3933.14
,33460,,2538.93,2411.98,2773.78
,33463,,3262.05,3098.95,3563.79
,33464,,2587.22,2457.86,2826.54
,33465,,2929.37,2782.90,3200.34
,33468,,2620.17,2489.16,2862.53
,33471,,1415.17,1344.41,1546.07
,33474,,2329.26,2212.80,2544.72
,33475,,2461.91,2338.81,2689.63
,33476,,1628.03,1546.63,1778.62
,33477,,1356.51,1288.68,1481.98
,33478,,1680.98,1596.93,1836.47
,33496,,1759.56,1671.58,1922.32
,33500,,1650.29,1567.78,1802.95
,33501,,1178.98,1120.03,1288.03
,33502,,1365.23,1296.97,1491.52
,33503,,1417.86,1346.97,1549.02
,33504,,1566.78,1488.44,1711.71
,33505,,2203.17,2093.01,2406.96
,33506,,2194.34,2084.62,2397.31
,33507,,1839.07,1747.12,2009.19
,33508,,17.02,16.17,18.60
,33509,,183.84,174.65,200.85
,33510,,2055.79,1953.00,2245.95
,33511,,2258.25,2145.34,2467.14
,33512,,2574.96,2446.21,2813.14
,33513,,2631.12,2499.56,2874.49
,33514,,2760.00,2622.00,3015.30
,33516,,2856.49,2713.67,3120.72
,33517,,199.79,189.80,218.27
,33518,,437.14,415.28,477.57
,33519,,578.70,549.77,632.24
,33521,,693.31,658.64,757.44
,33522,,779.72,740.73,851.84
,33523,,874.99,831.24,955.93
,33530,,558.02,530.12,609.64
,33533,,1991.56,1891.98,2175.78
,33534,,2340.15,2223.14,2556.61
,33535,,2600.32,2470.30,2840.85
,33536,,2802.57,2662.44,3061.81
,33542,,2791.45,2651.88,3049.66
,33545,,3244.02,3081.82,3544.09
,33548,,3119.15,2963.19,3407.67
,33572,,246.29,233.98,269.08
,33600,,1837.64,1745.76,2007.62
,33602,,1783.57,1694.39,1948.55
,33606,,1899.92,1804.92,2075.66
,33608,,1923.90,1827.71,2101.87
