NOTE,PROCEDURE,MOD,PAR_AMOUNT,NON-PAR AMOUNT,LIMITING CHARGE
,23044,,608.80,578.36,665.11
,23065,,233.34,221.67,254.92
#,23065,,168.36,159.94,183.93
,23066,,593.73,564.04,648.65
#,23066,,394.83,375.09,431.35
,23071,,455.77,432.98,497.93
,23073,,753.58,715.90,823.29
,23075,,535.59,508.81,585.13
#,23075,,354.08,336.38,386.84
,23076,,586.04,556.74,640.25
,23077,,"1,230.39","1,168.87","1,344.20"
,23078,,"1,551.17","1,473.61","1,694.65"
,23100,,544.42,517.20,594.78
,23101,,493.62,468.94,539.28
,23105,,689.03,654.58,752.77
,23106,,539.95,512.95,589.89
,23107,,714.17,678.46,780.23
,23120,,631.76,600.17,690.20
,23125,,764.12,725.91,834.80
,23130,,663.14,629.98,724.48
,23140,,598.06,568.16,653.38
,23145,,748.16,710.75,817.36
,23146,,671.17,637.61,733.25
,23150,,717.55,681.67,783.92
,23155,,856.40,813.58,935.62
,23156,,730.13,693.62,797.66
,23170,,608.11,577.70,664.36
,23172,,614.24,583.53,671.06
,23174,,820.87,779.83,896.80
,23180,,711.51,675.93,777.32
,23182,,721.17,685.11,787.88
,23184,,795.60,755.82,869.19
,23190,,619.08,588.13,676.35
,23195,,801.85,761.76,876.02
,23200,,"1,611.81","1,531.22","1,760.90"
,23210,,"1,892.86","1,798.22","2,067.95"
,23220,,"2,070.76","1,967.22","2,262.30"
,23330,,309.25,293.79,337.86
#,23330,,178.30,169.39,194.80
,23333,,508.95,483.50,556.03
,23334,,"1,130.69","1,074.16","1,235.28"
,23335,,"1,355.17","1,287.41","1,480.52"
,23350,,162.19,154.08,177.19
#,23350,,51.25,48.69,55.99
,23395,,"1,373.30","1,304.64","1,500.34"
,23397,,"1,224.74","1,163.50","1,338.03"
,23400,,"1,043.56",991.38,"1,140.09"
,23405,,656.69,623.86,717.44
,23406,,773.51,734.83,845.05
,23410,,877.94,834.04,959.15
,23412,,913.34,867.67,997.82
,23415,,748.57,711.14,817.81
,23420,,"1,044.13",991.92,"1,140.71"
,23430,,797.48,757.61,871.25
,23440,,814.36,773.64,889.69
,23450,,"1,015.24",964.48,"1,109.15"
,23455,,"1,056.80","1,003.96","1,154.55"
,23460,,"1,170.10","1,111.60","1,278.34"
,23462,,"1,146.25","1,088.94","1,252.28"
,23465,,"1,200.05","1,140.05","1,311.06"
,23466,,"1,202.10","1,142.00","1,313.30"
,23470,,"1,281.48","1,217.41","1,400.02"
,23472,,"1,544.68","1,467.45","1,687.57"
,23473,,"1,718.98","1,633.03","1,877.98"
,23474,,"1,857.14","1,764.28","2,028.92"
,23480,,881.21,837.15,962.72
,23485,,"1,023.24",972.08,"1,117.89"
,23490,,924.44,878.22,"1,009.95"
,23491,,"1,089.69","1,035.21","1,190.49"
,23500,,242.38,230.26,264.80
#,23500,,247.63,235.25,270.54
,23505,,389.84,370.35,425.90
#,23505,,363.26,345.10,396.87
,23515,,772.29,733.68,843.73
,23520,,260.88,247.84,285.02
#,23520,,258.91,245.96,282.85
,23525,,428.47,407.05,468.11
#,23525,,393.02,373.37,429.38
,23530,,619.42,588.45,676.72
,23532,,674.02,640.32,736.37
,23540,,258.62,245.69,282.54
#,23540,,256.65,243.82,280.39
,23545,,390.85,371.31,427.01
#,23545,,352.45,334.83,385.05
,23550,,614.48,583.76,671.32
,23552,,696.19,661.38,760.59
,23570,,254.68,241.95,278.24
#,23570,,262.89,249.75,287.21
,23575,,444.28,422.07,485.38
#,23575,,411.79,391.20,449.88
,23585,,"1,044.51",992.28,"1,141.12"
,23600,,359.06,341.11,392.28
#,23600,,341.33,324.26,372.90
,23605,,508.30,482.89,555.32
#,23605,,463.66,440.48,506.55
,23615,,946.43,899.11,"1,033.98"
,23616,,"1,325.44","1,259.17","1,448.05"
,23620,,292.94,278.29,320.03
#,23620,,281.12,267.06,307.12
,23625,,418.53,397.60,457.24
#,23625,,384.40,365.18,419.96
,23630,,837.48,795.61,914.95
,23650,,361.78,343.69,395.24
#,23650,,328.31,311.89,358.67
,23655,,439.88,417.89,480.57
,23660,,628.71,597.27,686.86
,23665,,471.66,448.08,515.29
#,23665,,435.23,413.47,475.49
,23670,,936.41,889.59,"1,023.03"
,23675,,598.28,568.37,653.63
#,23675,,544.13,516.92,594.46
,23680,,985.54,936.26,"1,076.70"
,23700,,209.25,198.79,228.61
,23800,,"1,102.17","1,047.06","1,204.12"
,23802,,"1,374.85","1,306.11","1,502.03"
,23900,,"1,484.34","1,410.12","1,621.64"
,23920,,"1,205.02","1,144.77","1,316.49"
,23921,,507.40,482.03,554.33
,23930,,372.83,354.19,407.32
#,23930,,231.37,219.80,252.77
,23931,,310.21,294.70,338.91
#,23931,,171.05,162.50,186.88
,23935,,551.17,523.61,602.15
,24000,,514.66,488.93,562.27
,24006,,765.35,727.08,836.14
,24065,,265.67,252.39,290.25
#,24065,,170.81,162.27,186.61
,24066,,654.00,621.30,714.50
#,24066,,454.77,432.03,496.83
,24071,,439.02,417.07,479.63
,24073,,748.91,711.46,818.18
,24075,,550.13,522.62,601.01
#,24075,,354.18,336.47,386.94
,24076,,588.11,558.70,642.51
,24077,,"1,112.21","1,056.60","1,215.09"
,24079,,"1,434.70","1,362.97","1,567.42"
,24100,,453.08,430.43,494.99
,24101,,539.64,512.66,589.56
,24102,,662.02,628.92,723.26
,24105,,385.39,366.12,421.04
,24110,,635.39,603.62,694.16
,24115,,793.49,753.82,866.89
,24116,,924.88,878.64,"1,010.44"
,24120,,572.07,543.47,624.99
,24125,,670.46,636.94,732.48
,24126,,699.84,664.85,764.58
,24130,,547.26,519.90,597.89
,24134,,803.89,763.70,878.26
,24136,,680.45,646.43,743.39
,24138,,737.12,700.26,805.30
,24140,,753.84,716.15,823.57
,24145,,640.02,608.02,699.22
,24147,,671.56,637.98,733.68
,24149,,"1,261.26","1,198.20","1,377.93"
,24150,,"1,655.11","1,572.35","1,808.20"
,24152,,"1,439.90","1,367.91","1,573.10"
,24155,,915.29,869.53,999.96
,24160,,"1,347.39","1,280.02","1,472.02"
,24164,,779.57,740.59,851.68
,24200,,227.33,215.96,248.35
#,24200,,150.20,142.69,164.09
,24201,,639.07,607.12,698.19
#,24201,,429.01,407.56,468.69
,24220,,190.01,180.51,207.59
#,24220,,68.24,64.83,74.55
,24300,,466.60,443.27,509.76
,24301,,806.03,765.73,880.59
,24305,,621.24,590.18,678.71
,24310,,509.36,483.89,556.47
,24320,,838.68,796.75,916.26
,24330,,772.57,733.94,844.03
,24331,,844.14,801.93,922.22
,24332,,662.22,629.11,723.48
,24340,,638.73,606.79,697.81
,24341,,801.40,761.33,875.53
,24342,,829.44,787.97,906.17
,24343,,764.64,726.41,835.37
,24344,,"1,184.55","1,125.32","1,294.12"
,24345,,761.60,723.52,832.05
,24346,,"1,184.55","1,125.32","1,294.12"
,24357,,437.62,415.74,478.10
,24358,,567.89,539.50,620.43
,24359,,712.03,676.43,777.89
,24360,,969.66,921.18,"1,059.36"
,24361,,"1,080.68","1,026.65","1,180.65"
,24362,,"1,138.50","1,081.58","1,243.82"
,24363,,"1,549.79","1,472.30","1,693.15"
,24365,,689.67,655.19,753.47
,24366,,728.80,692.36,796.21
,24370,,"1,641.19","1,559.13","1,793.00"
,24371,,"1,889.95","1,795.45","2,064.77"
,24400,,887.26,842.90,969.34
,24410,,"1,135.19","1,078.43","1,240.19"
,24420,,"1,133.66","1,076.98","1,238.53"
,24430,,"1,130.52","1,073.99","1,235.09"
,24435,,"1,157.13","1,099.27","1,264.16"
,24470,,722.81,686.67,789.67
,24495,,962.06,913.96,"1,051.05"
,24498,,930.99,884.44,"1,017.11"
,24500,,392.25,372.64,428.54
#,24500,,362.71,344.57,396.26
,24505,,545.88,518.59,596.38
#,24505,,491.07,466.52,536.50
,24515,,943.30,896.14,"1,030.56"
,24516,,921.43,875.36,"1,006.66"
,24530,,413.98,393.28,452.27
#,24530,,380.83,361.79,416.06
,24535,,672.40,638.78,734.60
#,24535,,619.88,588.89,677.22
,24538,,844.11,801.90,922.19
,24545,,995.61,945.83,"1,087.70"
,24546,,"1,110.66","1,055.13","1,213.40"
,24560,,358.39,340.47,391.54
#,24560,,319.33,303.36,348.86
,24565,,584.81,555.57,638.91
#,24565,,536.24,509.43,585.84
,24566,,773.18,734.52,844.70
,24575,,785.75,746.46,858.43
,24576,,379.60,360.62,414.71
#,24576,,339.89,322.90,371.34
,24577,,600.44,570.42,655.98
#,24577,,549.57,522.09,600.40
,24579,,894.47,849.75,977.21
,24582,,874.90,831.16,955.83
,24586,,"1,163.46","1,105.29","1,271.08"
,24587,,"1,168.44","1,110.02","1,276.52"
,24600,,411.28,390.72,449.33
#,24600,,374.52,355.79,409.16
,24605,,515.25,489.49,562.91
,24615,,765.88,727.59,836.73
,24620,,634.38,602.66,693.06
,24635,,723.83,687.64,790.79
,24640,,106.62,101.29,116.48
#,24640,,82.33,78.21,89.94
,24650,,285.02,270.77,311.39
#,24650,,266.31,252.99,290.94
,24655,,487.23,462.87,532.30
#,24655,,441.28,419.22,482.10
,24665,,703.75,668.56,768.84
,24666,,784.93,745.68,857.53
,24670,,316.07,300.27,345.31
#,24670,,290.14,275.63,316.97
,24675,,497.23,472.37,543.23
#,24675,,452.60,429.97,494.47
,24685,,700.87,665.83,765.70
,24800,,895.41,850.64,978.24
,24802,,"1,075.22","1,021.46","1,174.68"
,24900,,795.40,755.63,868.97
,24920,,788.25,748.84,861.17
,24925,,612.67,582.04,669.35
,24930,,831.44,789.87,908.35
,24931,,999.35,949.38,"1,091.79"
,24935,,"1,304.25","1,239.04","1,424.90"
,24940,,"1,015.20",964.44,"1,109.11"
,25000,,369.11,350.65,403.25
,25001,,371.86,353.27,406.26
,25020,,767.71,729.32,838.72
,25023,,"1,374.71","1,305.97","1,501.87"
,25024,,836.52,794.69,913.89
,25025,,"1,316.02","1,250.22","1,437.75"
,25028,,718.86,682.92,785.36
,25031,,396.38,376.56,433.04
,25035,,634.60,602.87,693.30
,25040,,599.75,569.76,655.22
,25065,,262.17,249.06,286.42
#,25065,,165.35,157.08,180.64
,25066,,392.62,372.99,428.94
,25071,,458.02,435.12,500.39
,25073,,575.83,547.04,629.10
,25075,,535.15,508.39,584.65
#,25075,,338.22,321.31,369.51
,25076,,555.63,527.85,607.03
,25077,,940.50,893.48,"1,027.50"
,25078,,"1,260.75","1,197.71","1,377.37"
,25085,,481.54,457.46,526.08
,25100,,376.40,357.58,411.22
,25101,,436.15,414.34,476.49
,25105,,522.35,496.23,570.66
,25107,,660.43,627.41,721.52
,25109,,574.20,545.49,627.31
,25110,,370.93,352.38,405.24
,25111,,348.09,330.69,380.29
,25112,,419.74,398.75,458.56
,25115,,808.87,768.43,883.69
,25116,,646.65,614.32,706.47
,25118,,410.56,390.03,448.53
,25119,,540.48,513.46,590.48
,25120,,538.15,511.24,587.93
,25125,,641.17,609.11,700.48
,25126,,645.97,613.67,705.72
,25130,,483.16,459.00,527.85
,25135,,604.68,574.45,660.62
,25136,,535.69,508.91,585.25
,25145,,561.41,533.34,613.34
,25150,,608.30,577.89,664.57
,25151,,626.11,594.80,684.02
,25170,,"1,572.91","1,494.26","1,718.40"
,25210,,528.89,502.45,577.82
,25215,,663.44,630.27,724.81
,25230,,464.75,441.51,507.74
,25240,,462.09,438.99,504.84
,25246,,196.15,186.34,214.29
#,25246,,75.37,71.60,82.34
,25248,,458.12,435.21,500.49
,25250,,574.66,545.93,627.82
,25251,,774.47,735.75,846.11
,25259,,458.81,435.87,501.25
,25260,,678.81,644.87,741.60
,25263,,681.73,647.64,744.79
,25265,,810.22,769.71,885.17
,25270,,530.30,503.79,579.36
,25272,,603.52,573.34,659.34
,25274,,710.55,675.02,776.27
,25275,,719.91,683.91,786.50
,25280,,606.76,576.42,662.88
,25290,,467.98,444.58,511.27
,25295,,564.49,536.27,616.71
,25300,,741.73,704.64,810.34
,25301,,689.52,655.04,753.30
,25310,,664.89,631.65,726.40
,25312,,767.94,729.54,838.97
,25315,,828.24,786.83,904.85
,25316,,984.47,935.25,"1,075.54"
,25320,,"1,055.09","1,002.34","1,152.69"
,25332,,903.26,858.10,986.82
,25335,,"1,013.85",963.16,"1,107.63"
,25337,,947.08,899.73,"1,034.69"
,25350,,721.86,685.77,788.64
,25355,,822.92,781.77,899.04
,25360,,704.27,669.06,769.42
,25365,,985.13,935.87,"1,076.25"
,25370,,"1,085.03","1,030.78","1,185.40"
,25375,,"1,023.86",972.67,"1,118.57"
,25390,,822.23,781.12,898.29
,25391,,"1,068.71","1,015.27","1,167.56"
,25392,,"1,087.41","1,033.04","1,188.00"
,25393,,"1,212.16","1,151.55","1,324.28"
,25394,,843.60,801.42,921.63
,25400,,858.70,815.77,938.14
,25405,,"1,107.54","1,052.16","1,209.98"
,25415,,"1,038.76",986.82,"1,134.84"
,25420,,"1,251.38","1,188.81","1,367.13"
,25425,,"1,034.21",982.50,"1,129.88"
,25426,,"1,205.13","1,144.87","1,316.60"
,25430,,786.80,747.46,859.58
,25431,,847.15,804.79,925.51
,25440,,822.79,781.65,898.90
,25441,,"1,007.40",957.03,"1,100.58"
,25442,,864.46,821.24,944.43
,25443,,844.40,802.18,922.51
,25444,,879.22,835.26,960.55
,25445,,771.42,732.85,842.78
,25446,,"1,251.26","1,188.70","1,367.01"
,25447,,888.76,844.32,970.97
,25449,,"1,101.70","1,046.62","1,203.61"
,25450,,665.01,631.76,726.52
,25455,,785.16,745.90,857.79
,25490,,773.60,734.92,845.16
,25491,,795.72,755.93,869.32
,25492,,973.92,925.22,"1,064.00"
,25500,,307.73,292.34,336.19
#,25500,,279.84,265.85,305.73
,25505,,550.51,522.98,601.43
#,25505,,500.95,475.90,547.29
,25515,,719.89,683.90,786.49
,25520,,622.85,591.71,680.47
#,25520,,589.04,559.59,643.53
,25525,,847.48,805.11,925.88
,25526,,"1,026.94",975.59,"1,121.93"
,25530,,285.48,271.21,311.89
#,25530,,262.83,249.69,287.14
,25535,,534.56,507.83,584.00
#,25535,,495.17,470.41,540.97
,25545,,670.05,636.55,732.03
,25560,,313.55,297.87,342.55
#,25560,,281.39,267.32,307.42
,25565,,562.53,534.40,614.56
#,25565,,505.75,480.46,552.53
,25574,,724.64,688.41,791.67
,25575,,968.83,920.39,"1,058.45"
,25600,,363.95,345.75,397.61
#,25600,,348.85,331.41,381.12
,25605,,585.14,555.88,639.26
#,25605,,553.96,526.26,605.20
,25606,,717.82,681.93,784.22
,25607,,792.74,753.10,866.07
,25608,,887.47,843.10,969.57
,25609,,"1,124.19","1,067.98","1,228.18"
,25622,,331.88,315.29,362.58
#,25622,,307.26,291.90,335.69
,25624,,529.65,503.17,578.65
#,25624,,481.73,457.64,526.29
,25628,,768.69,730.26,839.80
,25630,,330.61,314.08,361.19
#,25630,,308.29,292.88,336.81
,25635,,503.22,478.06,549.77
#,25635,,458.59,435.66,501.01
,25645,,615.53,584.75,672.46
,25650,,356.55,338.72,389.53
#,25650,,331.61,315.03,362.28
,25651,,527.00,500.65,575.75
,25652,,668.88,635.44,730.76
,25660,,485.36,461.09,530.25
,25670,,652.49,619.87,712.85
,25671,,576.30,547.49,629.61
,25675,,495.57,470.79,541.41
#,25675,,449.62,427.14,491.21
,25676,,675.99,642.19,738.52
,25680,,572.00,543.40,624.91
,25685,,791.26,751.70,864.46
,25690,,532.02,505.42,581.23
,25695,,683.21,649.05,746.41
,25800,,781.62,742.54,853.92
,25805,,910.51,864.98,994.73
,25810,,926.35,880.03,"1,012.03"
,25820,,689.92,655.42,753.73
,25825,,842.14,800.03,920.03
,25830,,"1,085.42","1,031.15","1,185.82"
,25900,,768.23,729.82,839.29
,25905,,755.64,717.86,825.54
,25907,,661.99,628.89,723.22
,25909,,736.79,699.95,804.94
,25915,,"1,252.86","1,190.22","1,368.75"
,25920,,779.15,740.19,851.22
,25922,,689.74,655.25,753.54
,25924,,761.31,723.24,831.73
,25927,,909.98,864.48,994.15
,25929,,644.62,612.39,704.25
,25931,,840.92,798.87,918.70
,26010,,347.51,330.13,379.65
#,26010,,148.61,141.18,162.36
,26011,,481.59,457.51,526.14
#,26011,,196.04,186.24,214.18
,26020,,594.08,564.38,649.04
,26025,,448.91,426.46,490.43
,26030,,526.66,500.33,575.38
,26034,,588.48,559.06,642.92
,26035,,923.37,877.20,"1,008.78"
,26037,,602.33,572.21,658.04
,26040,,337.89,321.00,369.15
,26045,,507.02,481.67,553.92
,26055,,600.69,570.66,656.26
#,26055,,310.87,295.33,339.63
,26060,,271.89,258.30,297.05
,26070,,346.11,328.80,378.12
,26075,,362.57,344.44,396.11
,26080,,426.62,405.29,466.08
,26100,,365.45,347.18,399.26
,26105,,367.44,349.07,401.43
,26110,,348.65,331.22,380.90
,26111,,445.81,423.52,487.05
,26113,,585.13,555.87,639.25
,26115,,566.99,538.64,619.44
#,26115,,355.29,337.53,388.16
,26116,,561.30,533.24,613.23
,26117,,794.85,755.11,868.38
,26118,,"1,121.03","1,064.98","1,224.73"
,26121,,642.05,609.95,701.44
,26123,,894.37,849.65,977.10
,26125,,286.37,272.05,312.86
,26130,,505.29,480.03,552.03
,26135,,592.68,563.05,647.51
,26140,,544.27,517.06,594.62
,26145,,552.88,525.24,604.03
,26160,,629.07,597.62,687.26
#,26160,,338.27,321.36,369.56
,26170,,437.43,415.56,477.89
,26180,,481.89,457.80,526.47
,26185,,598.57,568.64,653.94
,26200,,483.76,459.57,528.51
,26205,,651.07,618.52,711.30
,26210,,479.90,455.91,524.30
,26215,,611.02,580.47,667.54
,26230,,536.13,509.32,585.72
,26235,,528.75,502.31,577.66
,26236,,474.31,450.59,518.18
,26250,,"1,143.20","1,086.04","1,248.95"
,26260,,855.74,812.95,934.89
,26262,,678.17,644.26,740.90
,26320,,373.34,354.67,407.87
,26340,,376.93,358.08,411.79
,26341,,121.50,115.43,132.74
#,26341,,82.77,78.63,90.42
,26350,,778.46,739.54,850.47
,26352,,869.83,826.34,950.29
,26356,,844.95,802.70,923.11
,26357,,952.40,904.78,"1,040.50"
,26358,,"1,052.17",999.56,"1,149.49"
,26370,,818.32,777.40,894.01
,26372,,961.63,913.55,"1,050.58"
,26373,,923.99,877.79,"1,009.46"
,26390,,927.21,880.85,"1,012.98"
,26392,,"1,055.28","1,002.52","1,152.90"
,26410,,626.08,594.78,684.00
,26412,,748.08,710.68,817.28
,26415,,895.24,850.48,978.05
,26416,,971.02,922.47,"1,060.84"
,26418,,648.41,615.99,708.39
,26420,,777.20,738.34,849.09
,26426,,540.15,513.14,590.11
,26428,,836.40,794.58,913.77
,26432,,565.21,536.95,617.49
,26433,,595.77,565.98,650.88
,26434,,730.13,693.62,797.66
,26437,,697.44,662.57,761.96
,26440,,675.76,641.97,738.27
,26442,,"1,037.05",985.20,"1,132.98"
,26445,,626.00,594.70,683.91
,26449,,746.71,709.37,815.78
,26450,,484.77,460.53,529.61
,26455,,481.80,457.71,526.37
,26460,,470.96,447.41,514.52
,26471,,690.58,656.05,754.46
,26474,,683.29,649.13,746.50
,26476,,674.60,640.87,737.00
,26477,,656.81,623.97,717.57
,26478,,688.33,653.91,752.00
,26479,,709.11,673.65,774.70
,26480,,818.79,777.85,894.53
,26483,,912.48,866.86,996.89
,26485,,874.68,830.95,955.59
,26489,,"1,015.32",964.55,"1,109.23"
,26490,,884.37,840.15,966.17
,26492,,979.94,930.94,"1,070.58"
,26494,,888.50,844.08,970.69
,26496,,958.66,910.73,"1,047.34"
,26497,,957.09,909.24,"1,045.63"
,26498,,"1,250.92","1,188.37","1,366.63"
,26499,,919.78,873.79,"1,004.86"
,26500,,721.78,685.69,788.54
,26502,,796.07,756.27,869.71
,26508,,708.30,672.89,773.82
,26510,,669.83,636.34,731.79
,26516,,780.11,741.10,852.27
,26517,,914.32,868.60,998.89
,26518,,926.23,879.92,"1,011.91"
,26520,,708.83,673.39,774.40
,26525,,713.27,677.61,779.25
,26530,,580.49,551.47,634.19
,26531,,675.34,641.57,737.81
,26535,,468.72,445.28,512.07
,26536,,781.68,742.60,853.99
,26540,,732.63,696.00,800.40
,26541,,879.01,835.06,960.32
,26542,,756.45,718.63,826.42
,26545,,770.32,731.80,841.57
,26546,,"1,090.61","1,036.08","1,191.49"
,26548,,840.55,798.52,918.30
,26550,,"1,756.02","1,668.22","1,918.45"
,26551,,"3,516.06","3,340.26","3,841.30"
,26553,,"3,492.76","3,318.12","3,815.84"
,26554,,"4,069.23","3,865.77","4,445.64"
,26555,,"1,470.90","1,397.36","1,606.96"
,26556,,"3,631.76","3,450.17","3,967.70"
,26560,,667.47,634.10,729.22
,26561,,"1,040.25",988.24,"1,136.48"
,26562,,"1,461.83","1,388.74","1,597.05"
,26565,,745.19,707.93,814.12
,26567,,754.25,716.54,824.02
,26568,,977.76,928.87,"1,068.20"
,26580,,"1,639.74","1,557.75","1,791.41"
,26587,,"1,119.29","1,063.33","1,222.83"
,26590,,"1,524.23","1,448.02","1,665.22"
,26591,,506.39,481.07,553.23
,26593,,672.74,639.10,734.97
,26596,,867.25,823.89,947.47
,26600,,324.47,308.25,354.49
#,26600,,309.70,294.22,338.35
,26605,,355.46,337.69,388.34
#,26605,,321.66,305.58,351.42
,26607,,542.48,515.36,592.66
,26608,,516.77,490.93,564.57
,26615,,615.54,584.76,672.47
,26641,,452.93,430.28,494.82
#,26641,,414.52,393.79,452.86
,26645,,469.16,445.70,512.56
#,26645,,429.12,407.66,468.81
,26650,,515.11,489.35,562.75
,26665,,666.49,633.17,728.15
,26670,,381.31,362.24,416.58
#,26670,,342.58,325.45,374.27
,26675,,499.97,474.97,546.22
#,26675,,458.29,435.38,500.69
,26676,,545.92,518.62,596.41
,26685,,613.03,582.38,669.74
,26686,,669.82,636.33,731.78
,26700,,369.91,351.41,404.12
#,26700,,342.34,325.22,374.00
,26705,,472.67,449.04,516.40
#,26705,,430.00,408.50,469.78
,26706,,477.70,453.82,521.89
,26715,,613.55,582.87,670.30
,26720,,217.94,207.04,238.10
#,26720,,205.47,195.20,224.48
,26725,,370.30,351.79,404.56
#,26725,,331.57,314.99,362.24
,26727,,508.83,483.39,555.90
,26735,,637.05,605.20,695.98
,26740,,251.58,239.00,274.85
#,26740,,238.46,226.54,260.52
,26742,,403.63,383.45,440.97
#,26742,,363.92,345.72,397.58
,26746,,791.82,752.23,865.06
,26750,,204.18,193.97,223.07
#,26750,,206.48,196.16,225.58
,26755,,345.97,328.67,377.97
#,26755,,298.70,283.77,326.34
,26756,,454.00,431.30,496.00
,26765,,538.93,511.98,588.78
,26770,,314.91,299.16,344.03
#,26770,,287.67,273.29,314.28
,26775,,425.91,404.61,465.30
#,26775,,384.23,365.02,419.77
,26776,,481.45,457.38,525.99
,26785,,585.51,556.23,639.66
,26820,,875.02,831.27,955.96
,26841,,813.51,772.83,888.75
,26842,,877.59,833.71,958.77
,26843,,824.54,783.31,900.81
,26844,,908.20,862.79,992.21
,26850,,769.92,731.42,841.13
,26852,,876.91,833.06,958.02
,26860,,638.20,606.29,697.23
,26861,,108.47,103.05,118.51
,26862,,804.85,764.61,879.30
,26863,,242.11,230.00,264.50
,26910,,801.26,761.20,875.38
,26951,,735.04,698.29,803.03
,26952,,716.32,680.50,782.58
,26990,,724.43,688.21,791.44
,26991,,744.57,707.34,813.44
#,26991,,567.66,539.28,620.17
,26992,,"1,079.13","1,025.17","1,178.95"
,27000,,407.22,386.86,444.89
,27001,,580.43,551.41,634.12
,27003,,644.61,612.38,704.24
,27005,,772.57,733.94,844.03
,27006,,755.87,718.08,825.79
,27025,,994.32,944.60,"1,086.29"
,27027,,952.37,904.75,"1,040.46"
,27030,,"1,004.55",954.32,"1,097.47"
,27033,,"1,041.55",989.47,"1,137.89"
,27035,,"1,144.81","1,087.57","1,250.71"
,27036,,"1,091.33","1,036.76","1,192.27"
,27040,,347.64,330.26,379.80
#,27040,,209.46,198.99,228.84
,27041,,759.09,721.14,829.31
,27043,,511.15,485.59,558.43
,27045,,791.61,752.03,864.83
,27047,,522.41,496.29,570.73
#,27047,,391.45,371.88,427.66
,27048,,663.24,630.08,724.59
,27049,,"1,527.77","1,451.38","1,669.09"
,27050,,436.17,414.36,476.51
,27052,,622.75,591.61,680.35
,27054,,738.96,702.01,807.31
,27057,,"1,081.67","1,027.59","1,181.73"
,27059,,"1,955.75","1,857.96","2,136.65"
,27060,,502.07,476.97,548.52
,27062,,487.74,463.35,532.85
,27065,,560.44,532.42,612.28
,27066,,874.07,830.37,954.93
,27067,,"1,110.79","1,055.25","1,213.54"
,27070,,940.48,893.46,"1,027.48"
,27071,,"1,035.00",983.25,"1,130.74"
,27075,,"2,230.63","2,119.10","2,436.97"
,27076,,"2,696.70","2,561.87","2,946.15"
,27077,,"3,008.93","2,858.48","3,287.25"
,27078,,"2,199.68","2,089.70","2,403.16"
,27080,,552.67,525.04,603.80
,27086,,319.35,303.38,348.89
#,27086,,179.86,170.87,196.50
,27087,,667.81,634.42,729.58
,27090,,889.17,844.71,971.42
,27091,,"1,706.03","1,620.73","1,863.84"
,27093,,230.86,219.32,252.22
#,27093,,70.36,66.84,76.87
,27095,,306.85,291.51,335.24
#,27095,,85.97,81.67,93.92
,27096,,166.06,157.76,181.42
#,27096,,85.32,81.05,93.21
,27097,,734.23,697.52,802.15
,27098,,746.97,709.62,816.06
,27100,,890.95,846.40,973.36
,27105,,934.39,887.67,"1,020.82"
,27110,,"1,041.37",989.30,"1,137.70"
,27111,,969.46,920.99,"1,059.14"
,27120,,"1,391.93","1,322.33","1,520.68"
,27122,,"1,183.29","1,124.13","1,292.75"
,27125,,"1,212.70","1,152.07","1,324.88"
,27130,,"1,377.18","1,308.32","1,504.57"
,27132,,"1,789.52","1,700.04","1,955.05"
,27134,,"2,041.32","1,939.25","2,230.14"
,27137,,"1,570.45","1,491.93","1,715.72"
,27138,,"1,631.36","1,549.79","1,782.26"
,27140,,962.99,914.84,"1,052.07"
,27146,,"1,371.00","1,302.45","1,497.82"
,27147,,"1,567.75","1,489.36","1,712.76"
,27151,,"1,694.10","1,609.40","1,850.81"
,27156,,"1,826.06","1,734.76","1,994.97"
,27158,,"1,499.44","1,424.47","1,638.14"
,27161,,"1,308.11","1,242.70","1,429.11"
,27165,,"1,468.30","1,394.89","1,604.12"
,27170,,"1,255.45","1,192.68","1,371.58"
,27175,,716.97,681.12,783.29
,27176,,989.40,939.93,"1,080.92"
,27177,,"1,196.66","1,136.83","1,307.35"
,27178,,989.40,939.93,"1,080.92"
,27179,,"1,049.35",996.88,"1,146.41"
,27181,,"1,201.79","1,141.70","1,312.96"
,27185,,772.57,733.94,844.03
,27187,,"1,067.63","1,014.25","1,166.39"
,27197,,141.02,133.97,154.07
,27198,,335.93,319.13,367.00
,27200,,204.32,194.10,223.22
#,27200,,206.62,196.29,225.73
,27202,,568.61,540.18,621.21
,27220,,451.01,428.46,492.73
#,27220,,445.43,423.16,486.63
,27222,,"1,050.74",998.20,"1,147.93"
,27226,,"1,135.35","1,078.58","1,240.37"
,27227,,"1,768.86","1,680.42","1,932.48"
,27228,,"2,012.44","1,911.82","2,198.59"
,27230,,525.42,499.15,574.02
#,27230,,516.23,490.42,563.98
,27232,,785.63,746.35,858.30
,27235,,971.98,923.38,"1,061.89"
,27236,,"1,278.93","1,214.98","1,397.23"
,27238,,504.55,479.32,551.22
,27240,,"1,022.20",971.09,"1,116.75"
,27244,,"1,315.33","1,249.56","1,436.99"
,27245,,"1,313.20","1,247.54","1,434.67"
,27246,,422.03,400.93,461.07
#,27246,,418.09,397.19,456.77
,27248,,799.75,759.76,873.72
,27250,,197.66,187.78,215.95
,27252,,806.36,766.04,880.95
,27253,,"1,007.80",957.41,"1,101.02"
,27254,,"1,363.38","1,295.21","1,489.49"
,27256,,340.58,323.55,372.08
#,27256,,263.45,250.28,287.82
