NOTE,PROCEDURE,MOD,PAR_AMOUNT,NON-PAR AMOUNT,LIMITING CHARGE
#,46930,,156.84,149.00,171.35
,46940,,273.50,259.83,298.80
#,46940,,152.72,145.08,166.84
,46942,,259.89,246.90,283.94
#,46942,,137.14,130.28,149.82
,46945,,354.60,336.87,387.40
,46946,,396.64,376.81,433.33
,46947,,419.52,398.54,458.32
,46948,,469.76,446.27,513.21
,47000,,298.17,283.26,325.75
#,47000,,89.76,85.27,98.06
,47001,,113.29,107.63,123.77
,47010,,"1,324.51","1,258.28","1,447.02"
,47015,,"1,274.39","1,210.67","1,392.27"
,47100,,925.18,878.92,"1,010.76"
,47120,,"2,552.25","2,424.64","2,788.34"
,47122,,"3,739.48","3,552.51","4,085.39"
,47125,,"3,371.84","3,203.25","3,683.74"
,47130,,"3,620.41","3,439.39","3,955.30"
,47135,,"5,910.00","5,614.50","6,456.68"
,47140,,"3,920.03","3,724.03","4,282.63"
,47141,,"4,685.68","4,451.40","5,119.11"
,47142,,"5,161.80","4,903.71","5,639.27"
,47143,,604.06,573.86,659.94
,47144,,604.06,573.86,659.94
,47145,,604.06,573.86,659.94
,47146,,359.13,341.17,392.35
,47147,,419.04,398.09,457.80
,47300,,"1,241.99","1,179.89","1,356.87"
,47350,,"1,483.93","1,409.73","1,621.19"
,47360,,"2,055.40","1,952.63","2,245.52"
,47361,,"3,283.15","3,118.99","3,586.84"
,47362,,"1,588.63","1,509.20","1,735.58"
,47370,,"1,375.26","1,306.50","1,502.48"
,47371,,"1,383.68","1,314.50","1,511.68"
,47380,,"1,582.43","1,503.31","1,728.81"
,47381,,"1,628.28","1,546.87","1,778.90"
,47382,,"3,567.07","3,388.72","3,897.03"
#,47382,,752.96,715.31,822.61
,47383,,"5,697.27","5,412.41","6,224.27"
#,47383,,457.98,435.08,500.34
,47400,,"2,360.45","2,242.43","2,578.79"
,47420,,"1,463.95","1,390.75","1,599.36"
,47425,,"1,498.83","1,423.89","1,637.47"
,47460,,"1,391.09","1,321.54","1,519.77"
,47480,,949.91,902.41,"1,037.77"
,47490,,335.47,318.70,366.51
,47531,,413.52,392.84,451.77
#,47531,,71.52,67.94,78.13
,47532,,826.52,785.19,902.97
#,47532,,215.38,204.61,235.30
,47533,,"1,140.58","1,083.55","1,246.08"
#,47533,,267.20,253.84,291.92
,47534,,"1,257.81","1,194.92","1,374.16"
#,47534,,373.92,355.22,408.50
,47535,,867.97,824.57,948.26
#,47535,,198.41,188.49,216.76
,47536,,621.16,590.10,678.62
#,47536,,133.76,127.07,146.13
,47537,,480.27,456.26,524.70
#,47537,,97.90,93.01,106.96
,47538,,"3,623.35","3,442.18","3,958.51"
#,47538,,237.81,225.92,259.81
,47539,,"4,085.57","3,881.29","4,463.48"
#,47539,,433.20,411.54,473.27
,47540,,"4,077.69","3,873.81","4,454.88"
#,47540,,445.99,423.69,487.24
,47541,,"1,146.48","1,089.16","1,252.53"
#,47541,,341.04,323.99,372.59
,47542,,489.76,465.27,535.06
#,47542,,137.91,131.01,150.66
,47543,,388.34,368.92,424.26
#,47543,,145.46,138.19,158.92
,47544,,816.48,775.66,892.01
#,47544,,159.07,151.12,173.79
,47550,,178.44,169.52,194.95
,47552,,288.61,274.18,315.31
,47553,,290.09,275.59,316.93
,47554,,467.34,443.97,510.57
,47555,,345.87,328.58,377.87
,47556,,391.95,372.35,428.20
,47562,,724.06,687.86,791.04
,47563,,787.49,748.12,860.34
,47564,,"1,225.74","1,164.45","1,339.12"
,47570,,852.85,810.21,931.74
,47600,,"1,171.51","1,112.93","1,279.87"
,47605,,"1,235.18","1,173.42","1,349.43"
,47610,,"1,369.83","1,301.34","1,496.54"
,47612,,"1,398.82","1,328.88","1,528.21"
,47620,,"1,511.26","1,435.70","1,651.06"
,47700,,"1,159.24","1,101.28","1,266.47"
,47701,,"1,905.09","1,809.84","2,081.32"
,47711,,"1,705.32","1,620.05","1,863.06"
,47712,,"2,191.25","2,081.69","2,393.94"
,47715,,"1,458.97","1,386.02","1,593.92"
,47720,,"1,264.79","1,201.55","1,381.78"
,47721,,"1,485.78","1,411.49","1,623.21"
,47740,,"1,439.78","1,367.79","1,572.96"
,47741,,"1,618.84","1,537.90","1,768.59"
,47760,,"2,465.17","2,341.91","2,693.20"
,47765,,"3,329.41","3,162.94","3,637.38"
,47780,,"2,716.97","2,581.12","2,968.29"
,47785,,"3,550.18","3,372.67","3,878.57"
,47800,,"1,690.89","1,606.35","1,847.30"
,47801,,"1,220.93","1,159.88","1,333.86"
,47802,,"1,671.79","1,588.20","1,826.43"
,47900,,"1,512.10","1,436.50","1,651.98"
,48000,,"2,068.11","1,964.70","2,259.41"
,48001,,"2,534.93","2,408.18","2,769.41"
,48020,,"1,294.29","1,229.58","1,414.02"
,48100,,976.01,927.21,"1,066.29"
,48102,,512.67,487.04,560.10
#,48102,,240.91,228.86,263.19
,48105,,"3,051.00","2,898.45","3,333.22"
,48120,,"1,223.31","1,162.14","1,336.46"
,48140,,"1,716.20","1,630.39","1,874.95"
,48145,,"1,794.14","1,704.43","1,960.09"
,48146,,"2,062.75","1,959.61","2,253.55"
,48148,,"1,372.32","1,303.70","1,499.26"
,48150,,"3,411.47","3,240.90","3,727.04"
,48152,,"3,165.08","3,006.83","3,457.85"
,48153,,"3,403.03","3,232.88","3,717.81"
,48154,,"3,179.15","3,020.19","3,473.22"
,48155,,"1,985.03","1,885.78","2,168.65"
,48400,,116.76,110.92,127.56
,48500,,"1,258.13","1,195.22","1,374.50"
,48510,,"1,199.64","1,139.66","1,310.61"
,48520,,"1,207.91","1,147.51","1,319.64"
,48540,,"1,436.69","1,364.86","1,569.59"
,48545,,"1,478.93","1,404.98","1,615.73"
,48547,,"1,968.94","1,870.49","2,151.06"
,48548,,"1,836.91","1,745.06","2,006.82"
,48551,,276.29,262.48,301.85
,48552,,259.15,246.19,283.12
,48554,,"2,852.06","2,709.46","3,115.88"
,48556,,"1,408.29","1,337.88","1,538.56"
,49000,,837.15,795.29,914.58
,49002,,"1,138.63","1,081.70","1,243.96"
,49010,,"1,006.66",956.33,"1,099.78"
,49013,,502.17,477.06,548.62
,49014,,416.27,395.46,454.78
,49020,,"1,737.14","1,650.28","1,897.82"
,49040,,"1,094.09","1,039.39","1,195.30"
,49060,,"1,189.45","1,129.98","1,299.48"
,49062,,844.47,802.25,922.59
,49082,,213.75,203.06,233.52
#,49082,,76.88,73.04,84.00
,49083,,291.88,277.29,318.88
#,49083,,108.41,102.99,118.44
,49084,,116.14,110.33,126.88
,49180,,175.46,166.69,191.69
#,49180,,84.55,80.32,92.37
,49185,,"1,225.91","1,164.61","1,339.30"
#,49185,,122.46,116.34,133.79
,49203,,"1,296.47","1,231.65","1,416.40"
,49204,,"1,653.61","1,570.93","1,806.57"
,49205,,"1,899.09","1,804.14","2,074.76"
,49215,,"2,403.72","2,283.53","2,626.06"
,49250,,645.50,613.23,705.21
,49255,,857.40,814.53,936.71
,49320,,358.88,340.94,392.08
,49321,,373.82,355.13,408.40
,49322,,408.15,387.74,445.90
,49323,,694.13,659.42,758.33
,49324,,424.03,402.83,463.25
,49325,,452.76,430.12,494.64
,49326,,207.14,196.78,226.30
,49327,,142.90,135.76,156.12
,49400,,152.24,144.63,166.32
#,49400,,92.83,88.19,101.42
,49402,,934.41,887.69,"1,020.84"
,49405,,868.65,825.22,949.00
#,49405,,198.11,188.20,216.43
,49406,,868.98,825.53,949.36
#,49406,,198.11,188.20,216.43
,49407,,745.36,708.09,814.30
#,49407,,211.36,200.79,230.91
,49411,,480.64,456.61,525.10
#,49411,,188.85,179.41,206.32
,49412,,90.44,85.92,98.81
,49418,,961.92,913.82,"1,050.89"
#,49418,,204.72,194.48,223.65
,49419,,451.14,428.58,492.87
,49421,,247.88,235.49,270.81
,49422,,241.38,229.31,263.71
,49423,,570.57,542.04,623.35
#,49423,,72.34,68.72,79.03
,49424,,177.97,169.07,194.43
#,49424,,38.15,36.24,41.68
,49425,,856.29,813.48,935.50
,49426,,735.17,698.41,803.17
,49427,,40.60,38.57,44.36
,49428,,472.47,448.85,516.18
,49429,,501.80,476.71,548.22
,49435,,129.47,123.00,141.45
,49436,,546.12,518.81,596.63
#,49436,,202.48,192.36,221.21
,49440,,815.68,774.90,891.14
#,49440,,206.85,196.51,225.99
,49441,,947.98,900.58,"1,035.67"
#,49441,,250.20,237.69,273.34
,49442,,777.53,738.65,849.45
#,49442,,209.06,198.61,228.40
,49446,,781.41,742.34,853.69
#,49446,,149.59,142.11,163.43
,49450,,579.46,550.49,633.06
#,49450,,67.11,63.75,73.31
,49451,,620.66,589.63,678.07
#,49451,,90.59,86.06,98.97
,49452,,755.29,717.53,825.16
#,49452,,139.23,132.27,152.11
,49460,,711.67,676.09,777.50
#,49460,,52.61,49.98,57.48
,49465,,135.40,128.63,147.92
#,49465,,31.02,29.47,33.89
,49491,,876.55,832.72,957.63
,49492,,"1,054.99","1,002.24","1,152.58"
,49495,,448.58,426.15,490.07
,49496,,675.76,641.97,738.27
,49500,,454.96,432.21,497.04
,49501,,666.05,632.75,727.66
,49505,,572.72,544.08,625.69
,49507,,643.94,611.74,703.50
,49520,,695.50,660.73,759.84
,49521,,786.27,746.96,859.00
,49525,,628.76,597.32,686.92
,49540,,734.88,698.14,802.86
,49550,,633.55,601.87,692.15
,49553,,692.93,658.28,757.02
,49555,,664.01,630.81,725.43
,49557,,792.99,753.34,866.34
,49591,,376.10,357.30,410.90
,49592,,524.07,497.87,572.55
,49593,,631.07,599.52,689.45
,49594,,822.55,781.42,898.63
,49595,,849.14,806.68,927.68
,49596,,"1,125.77","1,069.48","1,229.90"
,49600,,806.64,766.31,881.26
,49605,,"5,410.39","5,139.87","5,910.85"
,49606,,"1,248.87","1,186.43","1,364.39"
,49610,,762.09,723.99,832.59
,49611,,670.39,636.87,732.40
,49613,,463.08,439.93,505.92
,49614,,628.94,597.49,687.11
,49615,,702.99,667.84,768.02
,49616,,946.53,899.20,"1,034.08"
,49617,,972.64,924.01,"1,062.61"
,49618,,"1,364.84","1,296.60","1,491.09"
,49621,,810.14,769.63,885.07
,49622,,998.29,948.38,"1,090.64"
,49623,,214.36,203.64,234.19
,49650,,473.45,449.78,517.25
,49651,,618.55,587.62,675.76
,49900,,894.52,849.79,977.26
,49904,,"1,502.40","1,427.28","1,641.37"
,49905,,384.14,364.93,419.67
,49906,,"2,335.83","2,219.04","2,551.90"
,50010,,736.60,699.77,804.74
,50020,,"1,058.24","1,005.33","1,156.13"
,50040,,964.45,916.23,"1,053.66"
,50045,,971.58,923.00,"1,061.45"
,50060,,"1,186.23","1,126.92","1,295.96"
,50065,,"1,256.87","1,194.03","1,373.13"
,50070,,"1,233.07","1,171.42","1,347.13"
,50075,,"1,515.51","1,439.73","1,655.69"
,50080,,726.42,690.10,793.62
,50081,,"1,171.52","1,112.94","1,279.88"
,50100,,"1,187.05","1,127.70","1,296.86"
,50120,,989.43,939.96,"1,080.95"
,50125,,"1,023.64",972.46,"1,118.33"
,50130,,"1,075.05","1,021.30","1,174.50"
,50135,,"1,166.51","1,108.18","1,274.41"
,50200,,506.08,480.78,552.90
#,50200,,129.29,122.83,141.25
,50205,,823.72,782.53,899.91
,50220,,"1,112.16","1,056.55","1,215.03"
,50225,,"1,275.77","1,211.98","1,393.78"
,50230,,"1,339.32","1,272.35","1,463.20"
,50234,,"1,356.96","1,289.11","1,482.48"
,50236,,"1,522.16","1,446.05","1,662.96"
,50240,,"1,386.67","1,317.34","1,514.94"
,50250,,"1,266.09","1,202.79","1,383.21"
,50280,,985.59,936.31,"1,076.76"
,50290,,937.66,890.78,"1,024.40"
,50320,,"1,661.43","1,578.36","1,815.11"
,50323,,286.54,272.21,313.04
,50325,,168.61,160.18,184.21
,50327,,236.61,224.78,258.50
,50328,,207.48,197.11,226.68
,50329,,196.08,186.28,214.22
,50340,,"1,048.06",995.66,"1,145.01"
,50360,,"2,662.64","2,529.51","2,908.94"
,50365,,"3,166.19","3,007.88","3,459.06"
,50370,,"1,324.79","1,258.55","1,447.33"
,50380,,"2,225.38","2,114.11","2,431.23"
,50382,,983.54,934.36,"1,074.51"
#,50382,,256.87,244.03,280.63
,50384,,844.19,801.98,922.28
#,50384,,232.06,220.46,253.53
,50385,,996.09,946.29,"1,088.23"
#,50385,,221.17,210.11,241.63
,50386,,743.97,706.77,812.79
#,50386,,167.96,159.56,183.49
,50387,,538.73,511.79,588.56
#,50387,,84.80,80.56,92.64
,50389,,404.62,384.39,442.05
#,50389,,54.75,52.01,59.81
,50390,,96.57,91.74,105.50
,50391,,130.04,123.54,142.07
#,50391,,102.14,97.03,111.58
,50396,,117.73,111.84,128.62
,50400,,"1,202.81","1,142.67","1,314.07"
,50405,,"1,451.43","1,378.86","1,585.69"
,50430,,623.94,592.74,681.65
#,50430,,156.89,149.05,171.41
,50431,,316.34,300.52,345.60
#,50431,,67.55,64.17,73.80
,50432,,889.33,844.86,971.59
#,50432,,207.63,197.25,226.84
,50433,,"1,107.83","1,052.44","1,210.31"
#,50433,,258.41,245.49,282.31
,50434,,888.86,844.42,971.08
#,50434,,194.36,184.64,212.34
,50435,,583.32,554.15,637.27
#,50435,,101.50,96.43,110.89
,50436,,152.40,144.78,166.50
,50437,,252.15,239.54,275.47
,50500,,"1,415.16","1,344.40","1,546.06"
,50520,,"1,273.35","1,209.68","1,391.13"
,50525,,"1,616.22","1,535.41","1,765.72"
,50526,,"1,731.32","1,644.75","1,891.46"
,50540,,"1,194.02","1,134.32","1,304.47"
,50541,,956.65,908.82,"1,045.14"
,50542,,"1,209.17","1,148.71","1,321.02"
,50543,,"1,550.88","1,473.34","1,694.34"
,50544,,"1,290.83","1,226.29","1,410.23"
,50545,,"1,390.02","1,320.52","1,518.60"
,50546,,"1,258.62","1,195.69","1,375.04"
,50547,,"1,761.70","1,673.62","1,924.66"
,50548,,"1,398.06","1,328.16","1,527.38"
,50551,,374.20,355.49,408.81
#,50551,,303.97,288.77,332.09
,50553,,401.57,381.49,438.71
#,50553,,325.10,308.85,355.18
,50555,,428.28,406.87,467.90
#,50555,,352.79,335.15,385.42
,50557,,435.47,413.70,475.76
#,50557,,357.36,339.49,390.41
,50561,,495.56,470.78,541.40
#,50561,,408.91,388.46,446.73
,50562,,599.17,569.21,654.59
,50570,,509.07,483.62,556.16
,50572,,549.55,522.07,600.38
,50574,,584.04,554.84,638.07
,50575,,737.59,700.71,805.82
,50576,,582.14,553.03,635.98
,50580,,627.89,596.50,685.98
,50590,,765.62,727.34,836.44
#,50590,,597.90,568.01,653.21
,50592,,"2,729.44","2,592.97","2,981.92"
#,50592,,349.56,332.08,381.89
,50593,,"3,650.60","3,468.07","3,988.28"
#,50593,,466.92,443.57,510.11
,50600,,976.69,927.86,"1,067.04"
,50605,,"1,095.66","1,040.88","1,197.01"
,50606,,479.65,455.67,524.02
#,50606,,144.55,137.32,157.92
,50610,,983.54,934.36,"1,074.51"
,50620,,940.93,893.88,"1,027.96"
,50630,,930.39,883.87,"1,016.45"
,50650,,"1,085.93","1,031.63","1,186.37"
,50660,,"1,190.12","1,130.61","1,300.20"
,50684,,128.00,121.60,139.84
#,50684,,52.51,49.88,57.36
,50686,,146.94,139.59,160.53
#,50686,,92.13,87.52,100.65
,50688,,79.66,75.68,87.03
,50690,,120.10,114.10,131.22
#,50690,,71.52,67.94,78.13
,50693,,972.67,924.04,"1,062.65"
#,50693,,206.62,196.29,225.73
,50694,,"1,092.84","1,038.20","1,193.93"
#,50694,,269.68,256.20,294.63
,50695,,"1,314.48","1,248.76","1,436.07"
#,50695,,346.58,329.25,378.64
,50700,,965.35,917.08,"1,054.64"
,50705,,"1,777.06","1,688.21","1,941.44"
#,50705,,183.91,174.71,200.92
,50706,,820.95,779.90,896.89
#,50706,,184.21,175.00,201.25
,50715,,"1,289.15","1,224.69","1,408.39"
,50722,,"1,089.31","1,034.84","1,190.07"
,50725,,"1,146.93","1,089.58","1,253.02"
,50727,,536.94,510.09,586.60
,50728,,731.14,694.58,798.77
,50740,,"1,346.39","1,279.07","1,470.93"
,50750,,"1,200.24","1,140.23","1,311.26"
,50760,,"1,196.07","1,136.27","1,306.71"
,50770,,"1,200.24","1,140.23","1,311.26"
,50780,,"1,171.94","1,113.34","1,280.34"
,50782,,"1,118.66","1,062.73","1,222.14"
,50783,,"1,173.21","1,114.55","1,281.73"
,50785,,"1,266.30","1,202.99","1,383.44"
,50800,,960.94,912.89,"1,049.82"
,50810,,"1,542.30","1,465.19","1,684.97"
,50815,,"1,274.64","1,210.91","1,392.55"
,50820,,"1,369.94","1,301.44","1,496.66"
,50825,,"1,711.82","1,626.23","1,870.16"
,50830,,"1,872.17","1,778.56","2,045.34"
,50840,,"1,281.20","1,217.14","1,399.71"
,50845,,"1,305.77","1,240.48","1,426.55"
,50860,,985.26,936.00,"1,076.40"
,50900,,878.65,834.72,959.93
,50920,,918.94,872.99,"1,003.94"
,50930,,"1,145.70","1,088.42","1,251.68"
,50940,,924.83,878.59,"1,010.38"
,50945,,"1,010.43",959.91,"1,103.90"
,50947,,"1,441.52","1,369.44","1,574.86"
,50948,,"1,320.94","1,254.89","1,443.12"
,50951,,393.04,373.39,429.40
#,50951,,317.88,301.99,347.29
,50953,,415.00,394.25,453.39
#,50953,,337.54,320.66,368.76
,50955,,443.25,421.09,484.25
#,50955,,364.48,346.26,398.20
,50957,,447.21,424.85,488.58
#,50957,,366.15,347.84,400.02
,50961,,403.82,383.63,441.17
#,50961,,328.33,311.91,358.70
,50970,,383.32,364.15,418.77
,50972,,369.73,351.24,403.93
,50974,,489.59,465.11,534.88
,50976,,483.04,458.89,527.72
,50980,,368.06,349.66,402.11
,51020,,492.01,467.41,537.52
,51030,,495.85,471.06,541.72
,51040,,304.77,289.53,332.96
,51045,,527.52,501.14,576.31
,51050,,493.80,469.11,539.48
,51060,,609.41,578.94,665.78
,51065,,606.78,576.44,662.91
,51080,,427.57,406.19,467.12
,51100,,75.74,71.95,82.74
#,51100,,40.95,38.90,44.74
,51101,,155.38,147.61,169.75
#,51101,,53.31,50.64,58.24
,51102,,244.08,231.88,266.66
#,51102,,147.59,140.21,161.24
,51500,,665.47,632.20,727.03
,51520,,622.18,591.07,679.73
,51525,,894.84,850.10,977.62
,51530,,803.34,763.17,877.65
,51535,,813.13,772.47,888.34
,51550,,"1,011.85",961.26,"1,105.45"
,51555,,"1,318.08","1,252.18","1,440.01"
,51565,,"1,340.07","1,273.07","1,464.03"
,51570,,"1,535.29","1,458.53","1,677.31"
,51575,,"1,887.40","1,793.03","2,061.98"
,51580,,"1,970.50","1,871.98","2,152.78"
,51585,,"2,191.14","2,081.58","2,393.82"
,51590,,"2,008.65","1,908.22","2,194.45"
,51595,,"2,273.40","2,159.73","2,483.69"
,51596,,"2,449.91","2,327.41","2,676.52"
,51597,,"2,397.25","2,277.39","2,619.00"
,51600,,209.14,198.68,228.48
#,51600,,44.70,42.47,48.84
,51605,,40.06,38.06,43.77
,51610,,130.21,123.70,142.26
#,51610,,66.21,62.90,72.34
,51700,,77.78,73.89,84.97
#,51700,,31.50,29.93,34.42
,51701,,45.97,43.67,50.22
#,51701,,26.93,25.58,29.42
,51702,,63.12,59.96,68.95
#,51702,,26.36,25.04,28.80
,51703,,152.59,144.96,166.70
#,51703,,79.39,75.42,86.73
,51705,,99.36,94.39,108.55
#,51705,,53.73,51.04,58.70
,51710,,139.15,132.19,152.02
#,51710,,83.35,79.18,91.06
,51715,,378.86,359.92,413.91
#,51715,,208.84,198.40,228.16
,51720,,90.48,85.96,98.85
#,51720,,45.51,43.23,49.71
,51725,,229.41,217.94,250.63
,51725,TC,151.14,143.58,165.12
,51725,26,78.27,74.36,85.51
,51726,,300.83,285.79,328.66
,51726,TC,214.81,204.07,234.68
,51726,26,86.02,81.72,93.98
,51727,,367.67,349.29,401.68
,51727,TC,258.14,245.23,282.01
,51727,26,109.53,104.05,119.66
,51728,,364.39,346.17,398.10
,51728,TC,258.46,245.54,282.37
,51728,26,105.93,100.63,115.72
,51729,,386.26,366.95,421.99
,51729,TC,257.07,244.22,280.85
,51729,26,129.20,122.74,141.15
,51736,,14.04,13.34,15.34
,51736,TC,5.82,5.53,6.36
,51736,26,8.22,7.81,8.98
,51741,,14.94,14.19,16.32
,51741,TC,6.15,5.84,6.72
,51741,26,8.79,8.35,9.60
,51784,,65.72,62.43,71.79
,51784,TC,27.81,26.42,30.38
,51784,26,37.91,36.01,41.41
,51785,,443.91,421.71,484.97
,51785,TC,341.09,324.04,372.65
,51785,26,102.82,97.68,112.33
,51792,,274.56,260.83,299.95
,51792,TC,216.70,205.87,236.75
,51792,26,57.86,54.97,63.22
,51797,,188.50,179.08,205.94
,51797,TC,147.70,140.32,161.37
,51797,26,40.80,38.76,44.57
,51798,,11.40,10.83,12.45
,51800,,"1,080.92","1,026.87","1,180.90"
,51820,,"1,129.54","1,073.06","1,234.02"
,51840,,728.94,692.49,796.36
,51841,,839.10,797.15,916.72
,51845,,608.45,578.03,664.73
,51860,,787.15,747.79,859.96
,51865,,939.79,892.80,"1,026.72"
,51880,,490.03,465.53,535.36
,51900,,859.14,816.18,938.61
,51920,,796.29,756.48,869.95
,51925,,"1,145.87","1,088.58","1,251.87"
,51940,,"1,705.57","1,620.29","1,863.33"
,51960,,"1,440.51","1,368.48","1,573.75"
,51980,,744.80,707.56,813.69
,51990,,777.79,738.90,849.74
,51992,,887.94,843.54,970.07
,52000,,241.48,229.41,263.82
#,52000,,83.61,79.43,91.34
,52001,,451.01,428.46,492.73
#,52001,,297.40,282.53,324.91
,52005,,307.08,291.73,335.49
#,52005,,138.05,131.15,150.82
,52007,,453.32,430.65,495.25
#,52007,,172.69,164.06,188.67
,52010,,386.53,367.20,422.28
#,52010,,171.22,162.66,187.06
,52204,,380.47,361.45,415.67
#,52204,,146.78,139.44,160.36
,52214,,744.46,707.24,813.33
#,52214,,181.25,172.19,198.02
,52224,,779.30,740.34,851.39
#,52224,,209.85,199.36,229.26
,52234,,254.22,241.51,277.74
,52235,,298.71,283.77,326.34
,52240,,405.75,385.46,443.28
,52250,,247.09,234.74,269.95
,52260,,218.55,207.62,238.76
,52265,,378.03,359.13,413.00
#,52265,,169.28,160.82,184.94
,52270,,424.54,403.31,463.81
#,52270,,187.57,178.19,204.92
,52275,,546.04,518.74,596.55
#,52275,,256.55,243.72,280.28
,52276,,273.12,259.46,298.38
,52277,,334.22,317.51,365.14
,52281,,331.16,314.60,361.79
#,52281,,157.54,149.66,172.11
,52282,,349.60,332.12,381.94
,52283,,361.56,343.48,395.00
#,52283,,208.61,198.18,227.91
,52284,,"2,645.59","2,513.31","2,890.31"
#,52284,,170.53,162.00,186.30
,52285,,358.44,340.52,391.60
#,52285,,203.85,193.66,222.71
,52287,,393.19,373.53,429.56
#,52287,,175.58,166.80,191.82
,52290,,251.65,239.07,274.93
,52300,,289.37,274.90,316.14
,52301,,300.06,285.06,327.82
,52305,,287.40,273.03,313.98
,52310,,324.55,308.32,354.57
#,52310,,157.16,149.30,171.70
,52315,,480.66,456.63,525.12
#,52315,,284.06,269.86,310.34
,52317,,891.01,846.46,973.43
#,52317,,358.31,340.39,391.45
,52318,,490.50,465.98,535.88
,52320,,254.25,241.54,277.77
,52325,,330.69,314.16,361.28
,52327,,268.14,254.73,292.94
,52330,,609.81,579.32,666.22
#,52330,,272.40,258.78,297.60
,52332,,403.65,383.47,440.99
#,52332,,161.10,153.05,176.01
,52334,,188.56,179.13,206.00
,52341,,294.15,279.44,321.36
,52342,,320.19,304.18,349.81
,52343,,355.44,337.67,388.32
,52344,,382.61,363.48,418.00
,52345,,408.32,387.90,446.09
,52346,,461.96,438.86,504.69
,52351,,313.65,297.97,342.67
,52352,,366.13,347.82,399.99
,52353,,405.42,385.15,442.92
,52354,,431.45,409.88,471.36
,52355,,483.76,459.57,528.51
,52356,,430.14,408.63,469.92
,52400,,498.28,473.37,544.38
,52402,,274.91,261.16,300.33
,52441,,"1,251.66","1,189.08","1,367.44"
#,52441,,216.80,205.96,236.85
,52442,,845.04,802.79,923.21
#,52442,,52.40,49.78,57.25
,52450,,496.24,471.43,542.14
,52500,,515.63,489.85,563.33
,52601,,759.89,721.90,830.19
,52630,,423.38,402.21,462.54
,52640,,336.52,319.69,367.64
,52647,,"1,574.42","1,495.70","1,720.06"
#,52647,,678.40,644.48,741.15
,52648,,"1,625.50","1,544.23","1,775.86"
#,52648,,723.24,687.08,790.14
,52649,,860.09,817.09,939.65
,52700,,462.85,439.71,505.67
,53000,,155.10,147.35,169.45
,53010,,310.41,294.89,339.12
,53020,,100.56,95.53,109.86
,53025,,71.33,67.76,77.92
,53040,,409.92,389.42,447.83
,53060,,200.22,190.21,218.74
#,53060,,176.59,167.76,192.92
,53080,,440.15,418.14,480.86
,53085,,676.53,642.70,739.11
,53200,,166.88,158.54,182.32
#,53200,,148.83,141.39,162.60
,53210,,811.38,770.81,886.43
,53215,,965.36,917.09,"1,054.65"
,53220,,472.94,449.29,516.68
,53230,,641.38,609.31,700.71
,53235,,662.48,629.36,723.76
,53240,,444.66,422.43,485.79
,53250,,414.17,393.46,452.48
,53260,,216.84,206.00,236.90
#,53260,,190.58,181.05,208.21
,53265,,239.88,227.89,262.07
#,53265,,198.86,188.92,217.26
,53270,,220.77,209.73,241.19
#,53270,,193.20,183.54,211.07
,53275,,275.75,261.96,301.25
,53400,,834.83,793.09,912.05
,53405,,910.16,864.65,994.35
,53410,,"1,021.51",970.43,"1,115.99"
,53415,,"1,176.16","1,117.35","1,284.95"
,53420,,876.25,832.44,957.31
,53425,,975.40,926.63,"1,065.62"
,53430,,"1,023.28",972.12,"1,117.94"
,53431,,"1,200.21","1,140.20","1,311.23"
,53440,,785.76,746.47,858.44
,53442,,819.88,778.89,895.72
,53444,,827.48,786.11,904.03
,53445,,789.83,750.34,862.89
,53446,,671.27,637.71,733.37
,53447,,840.58,798.55,918.33
,53448,,"1,327.38","1,261.01","1,450.16"
,53449,,639.77,607.78,698.95
,53450,,427.52,406.14,467.06
,53460,,479.16,455.20,523.48
,53500,,789.27,749.81,862.28
,53502,,509.05,483.60,556.14
,53505,,508.72,483.28,555.77
,53510,,660.58,627.55,721.68
,53515,,829.14,787.68,905.83
,53520,,584.95,555.70,639.06
,53600,,91.64,87.06,100.12
#,53600,,66.04,62.74,72.15
,53601,,88.16,83.75,96.31
#,53601,,55.34,52.57,60.46
,53605,,66.66,63.33,72.83
,53620,,173.18,164.52,189.20
#,53620,,90.47,85.95,98.84
,53621,,165.08,156.83,180.35
#,53621,,74.82,71.08,81.74
,53660,,77.76,73.87,84.95
#,53660,,43.29,41.13,47.30
,53661,,76.45,72.63,83.52
#,53661,,41.99,39.89,45.87
,53665,,39.38,37.41,43.02
,53850,,"1,403.56","1,333.38","1,533.39"
#,53850,,371.00,352.45,405.32
,53852,,"1,372.73","1,304.09","1,499.70"
#,53852,,397.93,378.03,434.73
,53854,,"1,652.04","1,569.44","1,804.86"
#,53854,,397.93,378.03,434.73
,53855,,642.54,610.41,701.97
#,53855,,85.23,80.97,93.12
,53860,,"2,340.66","2,223.63","2,557.17"
#,53860,,232.53,220.90,254.04
,54000,,167.67,159.29,183.18
#,54000,,115.48,109.71,126.17
,54001,,204.78,194.54,223.72
#,54001,,146.68,139.35,160.25
,54015,,318.45,302.53,347.91
,54050,,147.81,140.42,161.48
#,54050,,110.40,104.88,120.61
,54055,,141.23,134.17,154.30
#,54055,,99.54,94.56,108.74
,54056,,147.90,140.51,161.59
#,54056,,115.08,109.33,125.73
,54057,,146.09,138.79,159.61
#,54057,,101.78,96.69,111.19
,54060,,201.60,191.52,220.25
#,54060,,137.27,130.41,149.97
,54065,,228.29,216.88,249.41
#,54065,,177.42,168.55,193.83
