NOTE,PROCEDURE,MOD,PAR_AMOUNT,NON-PAR AMOUNT,LIMITING CHARGE
,17264,,204.76,194.52,223.70
#,17264,,132.37,125.75,144.61
,17266,,233.04,221.39,254.60
#,17266,,154.90,147.16,169.23
,17270,,148.70,141.27,162.46
#,17270,,97.67,92.79,106.71
,17271,,164.42,156.20,179.63
#,17271,,106.38,101.06,116.22
,17272,,185.78,176.49,202.96
#,17272,,121.99,115.89,133.27
,17273,,206.74,196.40,225.86
#,17273,,138.17,131.26,150.95
,17274,,243.14,230.98,265.63
#,17274,,169.78,161.29,185.48
,17276,,282.68,268.55,308.83
#,17276,,204.54,194.31,223.46
,17280,,138.98,132.03,151.83
#,17280,,88.27,83.86,96.44
,17281,,177.78,168.89,194.22
#,17281,,119.41,113.44,130.46
,17282,,203.22,193.06,222.02
#,17282,,137.52,130.64,150.24
,17283,,241.57,229.49,263.91
#,17283,,172.04,163.44,187.96
,17284,,275.17,261.41,300.62
#,17284,,201.17,191.11,219.78
,17286,,357.16,339.30,390.20
#,17286,,275.51,261.73,300.99
,17311,,670.47,636.95,732.49
#,17311,,356.64,338.81,389.63
,17312,,403.99,383.79,441.36
#,17312,,190.30,180.79,207.91
,17313,,629.70,598.22,687.95
#,17313,,320.65,304.62,350.31
,17314,,385.77,366.48,421.45
#,17314,,174.95,166.20,191.13
,17315,,79.56,75.58,86.92
#,17315,,49.58,47.10,54.17
,17340,,53.03,50.38,57.94
#,17340,,49.52,47.04,54.10
,17360,,122.92,116.77,134.29
#,17360,,94.53,89.80,103.27
,19000,,96.11,91.30,105.00
#,19000,,43.81,41.62,47.86
,19001,,26.06,24.76,28.47
#,19001,,20.63,19.60,22.54
,19020,,464.27,441.06,507.22
#,19020,,327.76,311.37,358.08
,19030,,159.08,151.13,173.80
#,19030,,75.83,72.04,82.85
#,19081,,163.35,155.18,178.46
,19081,,473.99,450.29,517.83
,19082,,358.08,340.18,391.21
#,19082,,81.56,77.48,89.10
,19083,,468.08,444.68,511.38
#,19083,,153.29,145.63,167.47
,19084,,351.32,333.75,383.81
#,19084,,77.36,73.49,84.51
,19085,,711.79,676.20,777.63
#,19085,,178.85,169.91,195.40
,19086,,544.75,517.51,595.14
#,19086,,88.99,84.54,97.22
,19100,,147.26,139.90,160.89
#,19100,,72.95,69.30,79.70
,19101,,326.58,310.25,356.79
#,19101,,237.28,225.42,259.23
,19105,,2110.45,2004.93,2305.67
#,19105,,225.54,214.26,246.40
,19110,,490.14,465.63,535.47
#,19110,,373.09,354.44,407.61
,19112,,460.97,437.92,503.61
#,19112,,341.68,324.60,373.29
,19120,,541.11,514.05,591.16
#,19120,,444.79,422.55,485.93
,19125,,598.64,568.71,654.02
#,19125,,493.71,469.02,539.37
,19126,,171.11,162.55,186.93
,19281,,233.80,222.11,255.43
#,19281,,97.62,92.74,106.65
,19282,,162.87,154.73,177.94
#,19282,,48.69,46.26,53.20
,19283,,249.50,237.03,272.58
#,19283,,99.28,94.32,108.47
,19284,,178.33,169.41,194.82
#,19284,,49.48,47.01,54.06
,19285,,342.80,325.66,374.51
#,19285,,83.82,79.63,91.57
,19286,,276.65,262.82,302.24
#,19286,,41.91,39.81,45.78
,19287,,588.67,559.24,643.13
#,19287,,124.62,118.39,136.15
,19288,,449.74,427.25,491.34
#,19288,,63.19,60.03,69.03
,19294,,176.56,167.73,192.89
,19296,,3323.11,3156.95,3630.49
#,19296,,224.64,213.41,245.42
,19297,,100.19,95.18,109.46
,19298,,834.19,792.48,911.35
#,19298,,322.30,306.19,352.12
,19300,,588.27,558.86,642.69
#,19300,,453.68,431.00,495.65
,19301,,703.19,668.03,768.23
,19302,,967.32,918.95,1056.79
,19303,,1023.95,972.75,1118.66
,19305,,1219.70,1158.72,1332.53
,19306,,1299.19,1234.23,1419.36
,19307,,1255.36,1192.59,1371.48
,19316,,824.37,783.15,900.62
,19318,,1136.89,1080.05,1242.06
,19325,,637.99,606.09,697.00
,19328,,576.72,547.88,630.06
,19330,,671.91,638.31,734.06
,19340,,790.73,751.19,863.87
,19342,,789.56,750.08,862.59
,19350,,848.34,805.92,926.81
#,19350,,699.08,664.13,763.75
,19355,,771.35,732.78,842.70
#,19355,,640.58,608.55,699.83
,19357,,1197.84,1137.95,1308.64
,19361,,1618.35,1537.43,1768.04
,19364,,2823.49,2682.32,3084.67
,19367,,1836.67,1744.84,2006.57
,19368,,2249.37,2136.90,2457.44
,19369,,2089.47,1985.00,2282.75
,19370,,697.52,662.64,762.04
,19371,,741.78,704.69,810.39
,19380,,838.14,796.23,915.66
,19396,,267.81,254.42,292.58
#,19396,,147.89,140.50,161.58
,20100,,632.93,601.28,691.47
,20101,,551.26,523.70,602.26
#,20101,,223.08,211.93,243.72
,20102,,593.11,563.45,647.97
#,20102,,271.30,257.74,296.40
,20103,,563.07,534.92,615.16
#,20103,,358.95,341.00,392.15
,20150,,1053.41,1000.74,1150.85
,20200,,214.56,203.83,234.40
#,20200,,102.29,97.18,111.76
,20205,,304.76,289.52,332.95
#,20205,,165.71,157.42,181.03
,20206,,206.39,196.07,225.48
#,20206,,57.45,54.58,62.77
,20220,,221.57,210.49,242.06
#,20220,,87.30,82.94,95.38
,20225,,360.65,342.62,394.01
#,20225,,130.06,123.56,142.09
,20240,,142.26,135.15,155.42
,20245,,354.84,337.10,387.67
,20250,,418.32,397.40,457.01
,20251,,461.77,438.68,504.48
,20500,,125.37,119.10,136.97
#,20500,,91.88,87.29,100.38
,20501,,133.88,127.19,146.27
#,20501,,35.96,34.16,39.28
,20520,,217.13,206.27,237.21
#,20520,,151.75,144.16,165.78
,20525,,463.21,440.05,506.06
#,20525,,258.45,245.53,282.36
,20526,,84.04,79.84,91.82
#,20526,,58.84,55.90,64.29
,20527,,89.65,85.17,97.95
#,20527,,68.28,64.87,74.60
,20550,,58.59,55.66,64.01
#,20550,,40.10,38.10,43.82
,20551,,57.48,54.61,62.80
#,20551,,38.98,37.03,42.58
,20552,,52.09,49.49,56.91
#,20552,,36.78,34.94,40.18
,20553,,60.03,57.03,65.58
#,20553,,41.85,39.76,45.72
,20555,,340.22,323.21,371.69
#,20560,,15.00,14.25,16.39
,20560,,24.89,23.65,27.20
,20561,,36.38,34.56,39.74
#,20561,,22.66,21.53,24.76
,20600,,53.92,51.22,58.90
#,20600,,36.38,34.56,39.74
,20604,,83.06,78.91,90.75
#,20604,,47.66,45.28,52.07
,20605,,54.89,52.15,59.97
#,20605,,37.35,35.48,40.80
,20606,,89.74,85.25,98.04
#,20606,,53.38,50.71,58.32
,20610,,66.02,62.72,72.13
#,20610,,46.89,44.55,51.23
,20611,,99.44,94.47,108.64
#,20611,,60.85,57.81,66.48
,20612,,65.58,62.30,71.65
#,20612,,42.30,40.19,46.22
,20615,,246.07,233.77,268.84
#,20615,,162.51,154.38,177.54
,20650,,236.06,224.26,257.90
#,20650,,174.18,165.47,190.29
,20660,,264.85,251.61,289.35
,20661,,553.26,525.60,604.44
,20662,,547.46,520.09,598.10
,20663,,503.61,478.43,550.19
,20664,,979.04,930.09,1069.60
,20665,,118.73,112.79,129.71
#,20665,,99.59,94.61,108.80
,20670,,342.18,325.07,373.83
#,20670,,148.58,141.15,162.32
,20680,,602.39,572.27,658.11
#,20680,,435.90,414.11,476.23
,20690,,626.34,595.02,684.27
,20692,,1176.11,1117.30,1284.90
,20693,,467.93,444.53,511.21
,20694,,440.78,418.74,481.55
#,20694,,357.54,339.66,390.61
,20696,,1203.91,1143.71,1315.27
,20697,,1619.63,1538.65,1769.45
,20700,,87.51,83.13,95.60
,20701,,66.51,63.18,72.66
,20702,,149.72,142.23,163.56
,20703,,110.13,104.62,120.31
,20704,,157.26,149.40,171.81
,20705,,130.24,123.73,142.29
,20802,,2869.03,2725.58,3134.42
,20805,,3410.94,3240.39,3726.45
,20808,,4117.54,3911.66,4498.41
,20816,,2148.40,2040.98,2347.13
,20822,,1853.37,1760.70,2024.81
,20824,,2152.54,2044.91,2351.65
,20827,,1904.56,1809.33,2080.73
,20838,,2909.98,2764.48,3179.15
,20900,,377.08,358.23,411.96
#,20900,,186.35,177.03,203.58
,20902,,284.42,270.20,310.73
,20910,,498.79,473.85,544.93
,20912,,495.07,470.32,540.87
,20920,,410.44,389.92,448.41
,20922,,634.84,603.10,693.57
#,20922,,526.41,500.09,575.10
,20924,,526.51,500.18,575.21
,20931,,121.41,115.34,132.64
,20932,,789.66,750.18,862.71
,20933,,723.98,687.78,790.95
,20934,,788.78,749.34,861.74
,20937,,180.58,171.55,197.28
,20938,,199.01,189.06,217.42
,20939,,75.66,71.88,82.66
,20950,,251.72,239.13,275.00
#,20950,,91.93,87.33,100.43
,20955,,2509.67,2384.19,2741.82
,20956,,2760.19,2622.18,3015.51
,20957,,2873.49,2729.82,3139.29
,20962,,2788.78,2649.34,3046.74
,20969,,2778.72,2639.78,3035.75
,20970,,2979.80,2830.81,3255.43
,20972,,2970.91,2822.36,3245.71
,20973,,3137.03,2980.18,3427.21
,20974,,87.05,82.70,95.11
#,20974,,54.20,51.49,59.21
,20975,,190.47,180.95,208.09
,20979,,55.58,52.80,60.72
#,20979,,31.66,30.08,34.59
,20982,,3211.14,3050.58,3508.17
#,20982,,377.71,358.82,412.64
,20983,,4659.11,4426.15,5090.07
#,20983,,347.72,330.33,379.88
,20985,,151.55,143.97,165.57
,21010,,747.56,710.18,816.71
,21011,,374.59,355.86,409.24
#,21011,,269.98,256.48,294.95
,21012,,354.26,336.55,387.03
,21013,,538.32,511.40,588.11
#,21013,,415.53,394.75,453.96
,21014,,542.44,515.32,592.62
,21015,,724.31,688.09,791.30
,21016,,1045.76,993.47,1142.49
,21025,,805.23,764.97,879.72
#,21025,,677.65,643.77,740.34
,21026,,546.06,518.76,596.57
#,21026,,442.08,419.98,482.98
,21029,,785.91,746.61,858.60
#,21029,,645.90,613.61,705.65
,21030,,457.54,434.66,499.86
#,21030,,366.01,347.71,399.87
,21031,,376.00,357.20,410.78
#,21031,,273.63,259.95,298.94
,21032,,370.44,351.92,404.71
#,21032,,264.87,251.63,289.37
,21034,,1311.90,1246.31,1433.26
#,21034,,1148.61,1091.18,1254.86
,21040,,461.69,438.61,504.40
#,21040,,367.28,348.92,401.26
,21044,,881.44,837.37,962.98
,21045,,1223.91,1162.71,1337.12
,21046,,992.41,942.79,1084.21
,21047,,1231.70,1170.12,1345.64
,21048,,1005.84,955.55,1098.88
,21049,,1170.31,1111.79,1278.56
,21050,,865.63,822.35,945.70
,21060,,786.64,747.31,859.41
,21070,,624.29,593.08,682.04
,21073,,401.76,381.67,438.92
#,21073,,248.99,236.54,272.02
,21076,,891.85,847.26,974.35
#,21076,,728.24,691.83,795.60
,21077,,2160.93,2052.88,2360.81
#,21077,,1780.75,1691.71,1945.47
,21079,,1488.58,1414.15,1626.27
#,21079,,1200.27,1140.26,1311.30
,21080,,1692.00,1607.40,1848.51
#,21080,,1349.78,1282.29,1474.63
,21081,,1558.95,1481.00,1703.15
#,21081,,1237.78,1175.89,1352.27
,21082,,1465.16,1391.90,1600.69
#,21082,,1146.22,1088.91,1252.25
,21083,,1385.40,1316.13,1513.55
#,21083,,1057.54,1004.66,1155.36
,21084,,1581.17,1502.11,1727.43
#,21084,,1222.68,1161.55,1335.78
,21085,,687.57,653.19,751.17
#,21085,,494.94,470.19,540.72
,21086,,1603.48,1523.31,1751.81
#,21086,,1313.89,1248.20,1435.43
,21087,,1603.48,1523.31,1751.81
#,21087,,1313.89,1248.20,1435.43
,21100,,610.70,580.17,667.20
#,21100,,364.48,346.26,398.20
,21110,,831.75,790.16,908.68
#,21110,,693.65,658.97,757.82
,21116,,199.52,189.54,217.97
#,21116,,44.20,41.99,48.29
,21120,,657.68,624.80,718.52
#,21120,,513.20,487.54,560.67
,21121,,635.45,603.68,694.23
#,21121,,537.54,510.66,587.26
,21122,,762.60,724.47,833.14
,21123,,841.65,799.57,919.51
,21125,,2459.98,2336.98,2687.53
#,21125,,680.00,646.00,742.90
,21127,,3776.62,3587.79,4125.96
#,21127,,785.95,746.65,858.65
,21137,,779.15,740.19,851.22
,21138,,948.32,900.90,1036.04
,21139,,1123.87,1067.68,1227.83
,21141,,1335.54,1268.76,1459.07
,21142,,1371.31,1302.74,1498.15
,21143,,1413.58,1342.90,1544.34
,21145,,1555.03,1477.28,1698.87
,21146,,1623.93,1542.73,1774.14
,21147,,1708.10,1622.70,1866.11
,21150,,1673.27,1589.61,1828.05
,21151,,1843.25,1751.09,2013.75
,21154,,1985.54,1886.26,2169.20
,21155,,2204.04,2093.84,2407.92
,21159,,2644.74,2512.50,2889.38
,21160,,2868.73,2725.29,3134.08
,21172,,2342.52,2225.39,2559.20
,21175,,2282.53,2168.40,2493.66
,21179,,1572.40,1493.78,1717.85
,21180,,1756.64,1668.81,1919.13
,21181,,768.97,730.52,840.10
,21182,,2191.22,2081.66,2393.91
,21183,,2383.52,2264.34,2603.99
,21184,,2563.28,2435.12,2800.39
,21188,,1578.45,1499.53,1724.46
,21193,,1236.56,1174.73,1350.94
,21194,,1429.21,1357.75,1561.41
,21195,,1337.79,1270.90,1461.54
,21196,,1430.13,1358.62,1562.41
,21198,,1021.63,970.55,1116.13
,21199,,1025.95,974.65,1120.85
,21206,,984.47,935.25,1075.54
,21208,,1581.32,1502.25,1727.59
#,21208,,748.89,711.45,818.17
,21209,,778.16,739.25,850.14
#,21209,,604.98,574.73,660.94
,21210,,1704.57,1619.34,1862.24
#,21210,,772.63,734.00,844.10
,21215,,3855.20,3662.44,4211.81
#,21215,,802.98,762.83,877.25
,21230,,768.92,730.47,840.04
,21235,,736.87,700.03,805.03
#,21235,,580.91,551.86,634.64
,21240,,1058.61,1005.68,1156.53
,21242,,1015.59,964.81,1109.53
,21243,,1626.93,1545.58,1777.42
,21244,,1014.89,964.15,1108.77
,21245,,1202.98,1142.83,1314.25
#,21245,,946.87,899.53,1034.46
,21246,,853.96,811.26,932.95
,21247,,1585.96,1506.66,1732.66
,21248,,984.40,935.18,1075.46
#,21248,,806.75,766.41,881.37
,21249,,1340.81,1273.77,1464.84
#,21249,,1128.08,1071.68,1232.43
,21255,,1333.20,1266.54,1456.52
,21256,,1285.07,1220.82,1403.94
,21260,,1403.20,1333.04,1533.00
,21261,,2497.19,2372.33,2728.18
,21263,,2306.44,2191.12,2519.79
,21267,,1639.75,1557.76,1791.42
,21268,,2063.81,1960.62,2254.71
,21270,,1037.53,985.65,1133.50
#,21270,,776.96,738.11,848.83
,21275,,872.34,828.72,953.03
,21280,,587.24,557.88,641.56
,21282,,401.13,381.07,438.23
,21295,,200.63,190.60,219.19
,21296,,412.53,391.90,450.69
,21315,,151.98,144.38,166.04
#,21315,,62.04,58.94,67.78
,21320,,213.31,202.64,233.04
#,21320,,97.54,92.66,106.56
,21325,,444.52,422.29,485.63
,21330,,537.28,510.42,586.98
,21335,,726.38,690.06,793.57
,21336,,639.92,607.92,699.11
,21337,,414.76,394.02,453.12
#,21337,,308.55,293.12,337.09
,21338,,674.90,641.16,737.33
,21339,,765.67,727.39,836.50
,21340,,774.31,735.59,845.93
,21343,,1103.32,1048.15,1205.37
,21344,,1422.80,1351.66,1554.41
,21345,,809.82,769.33,884.73
#,21345,,656.41,623.59,717.13
,21346,,1013.34,962.67,1107.07
,21347,,1054.03,1001.33,1151.53
,21348,,1120.92,1064.87,1224.60
,21355,,448.88,426.44,490.41
#,21355,,335.98,319.18,367.06
,21356,,550.69,523.16,601.63
#,21356,,415.15,394.39,453.55
,21360,,537.92,511.02,587.67
,21365,,1113.02,1057.37,1215.98
,21366,,1322.38,1256.26,1444.70
,21385,,755.38,717.61,825.25
,21386,,718.38,682.46,784.83
,21387,,790.09,750.59,863.18
,21390,,810.10,769.60,885.04
,21395,,1041.43,989.36,1137.76
,21400,,220.82,209.78,241.25
#,21400,,175.22,166.46,191.43
,21401,,508.41,482.99,555.44
#,21401,,341.29,324.23,372.86
,21406,,604.23,574.02,660.12
,21407,,661.43,628.36,722.61
,21408,,934.49,887.77,1020.94
,21421,,641.12,609.06,700.42
#,21421,,545.76,518.47,596.24
,21422,,646.04,613.74,705.80
,21423,,820.85,779.81,896.78
,21431,,690.19,655.68,754.03
,21432,,733.15,696.49,800.96
,21433,,1797.58,1707.70,1963.86
,21435,,1457.97,1385.07,1592.83
,21436,,2110.73,2005.19,2305.97
,21440,,725.79,689.50,792.93
#,21440,,583.54,554.36,637.51
,21445,,755.42,717.65,825.30
#,21445,,617.32,586.45,674.42
,21450,,575.40,546.63,628.62
#,21450,,471.43,447.86,515.04
,21451,,752.32,714.70,821.91
#,21451,,630.80,599.26,689.15
,21452,,691.12,656.56,755.04
#,21452,,438.84,416.90,479.44
,21453,,1056.57,1003.74,1154.30
#,21453,,904.11,858.90,987.74
,21454,,500.86,475.82,547.19
,21461,,1727.30,1640.94,1887.08
#,21461,,1032.98,981.33,1128.53
,21462,,1887.03,1792.68,2061.58
#,21462,,1148.37,1090.95,1254.59
,21465,,816.85,776.01,892.41
,21470,,1188.50,1129.08,1298.44
,21480,,136.73,129.89,149.37
#,21480,,33.71,32.02,36.82
,21485,,916.41,870.59,1001.18
#,21485,,752.48,714.86,822.09
,21490,,805.99,765.69,880.54
,21497,,692.38,657.76,756.42
#,21497,,578.84,549.90,632.39
,21501,,491.72,467.13,537.20
#,21501,,352.02,334.42,384.58
,21502,,539.91,512.91,589.85
,21510,,477.62,453.74,521.80
,21550,,261.50,248.43,285.69
#,21550,,158.48,150.56,173.14
,21552,,474.75,451.01,518.66
,21554,,771.79,733.20,843.18
,21555,,438.21,416.30,478.75
#,21555,,321.79,305.70,351.56
,21556,,553.46,525.79,604.66
,21557,,1000.78,950.74,1093.35
,21558,,1409.93,1339.43,1540.34
,21600,,602.06,571.96,657.75
,21601,,1212.62,1151.99,1324.79
,21602,,1620.66,1539.63,1770.57
,21603,,1766.26,1677.95,1929.64
,21610,,1346.54,1279.21,1471.09
,21615,,664.93,631.68,726.43
,21616,,763.70,725.52,834.35
,21620,,530.31,503.79,579.36
,21627,,575.46,546.69,628.69
,21630,,1362.15,1294.04,1488.15
,21685,,1005.73,955.44,1098.76
,21700,,380.71,361.67,415.92
,21705,,570.66,542.13,623.45
,21720,,586.02,556.72,640.23
,21725,,571.06,542.51,623.89
,21740,,1091.80,1037.21,1192.79
,21742,,939.78,892.79,1026.71
,21750,,717.17,681.31,783.51
,21811,,630.83,599.29,689.18
,21812,,762.37,724.25,832.89
,21813,,1052.39,999.77,1149.74
,21820,,158.87,150.93,173.57
#,21820,,157.60,149.72,172.18
,21825,,583.02,553.87,636.95
,21920,,252.88,240.24,276.28
#,21920,,159.11,151.15,173.82
,21925,,504.31,479.09,550.95
#,21925,,396.51,376.68,433.18
,21930,,511.17,485.61,558.45
#,21930,,383.27,364.11,418.73
,21931,,500.93,475.88,547.26
,21932,,704.92,669.67,770.12
,21933,,783.14,743.98,855.58
,21935,,1078.35,1024.43,1178.09
,21936,,1500.21,1425.20,1638.98
,22010,,1053.27,1000.61,1150.70
,22015,,1018.24,967.33,1112.43
,22100,,1044.37,992.15,1140.97
,22101,,964.49,916.27,1053.71
,22102,,796.22,756.41,869.87
,22103,,141.80,134.71,154.92
,22110,,1149.25,1091.79,1255.56
,22112,,1262.15,1199.04,1378.90
,22114,,1262.15,1199.04,1378.90
,22116,,156.49,148.67,170.97
,22206,,2678.47,2544.55,2926.23
,22207,,2587.20,2457.84,2826.52
,22208,,647.43,615.06,707.32
,22210,,1936.53,1839.70,2115.66
,22212,,1636.69,1554.86,1788.09
,22214,,1633.05,1551.40,1784.11
,22216,,393.10,373.45,429.47
,22220,,1763.15,1674.99,1926.24
,22222,,1962.84,1864.70,2144.41
,22224,,1691.59,1607.01,1848.06
,22226,,388.81,369.37,424.78
,22310,,326.31,309.99,356.49
#,22310,,312.91,297.26,341.85
,22315,,949.88,902.39,1037.75
#,22315,,830.60,789.07,907.43
,22318,,1835.69,1743.91,2005.50
,22319,,2051.80,1949.21,2241.59
,22325,,1619.90,1538.91,1769.75
,22326,,1659.93,1576.93,1813.47
,22327,,1684.49,1600.27,1840.31
,22328,,310.72,295.18,339.46
,22505,,165.33,157.06,180.62
,22510,,1685.74,1601.45,1841.67
#,22510,,443.17,421.01,484.16
,22511,,1681.70,1597.62,1837.26
#,22511,,416.80,395.96,455.35
,22512,,691.33,656.76,755.27
#,22512,,215.48,204.71,235.42
,22513,,5175.77,4916.98,5654.53
#,22513,,528.55,502.12,577.44
,22514,,5148.88,4891.44,5625.16
#,22514,,493.68,469.00,539.35
,22515,,2640.57,2508.54,2884.82
#,22515,,227.81,216.42,248.88
,22532,,1947.45,1850.08,2127.59
,22533,,1776.91,1688.06,1941.27
,22534,,391.64,372.06,427.87
,22548,,2199.92,2089.92,2403.41
,22551,,1857.84,1764.95,2029.69
,22552,,433.62,411.94,473.73
,22554,,1375.69,1306.91,1502.95
,22556,,1830.47,1738.95,1999.79
,22558,,1642.10,1560.00,1794.00
,22585,,350.93,333.38,383.39
,22586,,2276.07,2162.27,2486.61
,22590,,1758.82,1670.88,1921.51
,22595,,1677.78,1593.89,1832.97
,22600,,1427.61,1356.23,1559.66
,22610,,1400.11,1330.10,1529.62
,22612,,1702.01,1616.91,1859.45
,22614,,427.62,406.24,467.18
,22630,,1720.62,1634.59,1879.78
,22632,,352.94,335.29,385.58
,22633,,1969.22,1870.76,2151.37
,22634,,529.36,502.89,578.32
,22800,,1473.37,1399.70,1609.66
,22802,,2260.63,2147.60,2469.74
,22804,,2595.37,2465.60,2835.44
,22808,,1968.63,1870.20,2150.73
,22810,,2105.11,1999.85,2299.83
,22812,,2305.50,2190.23,2518.76
,22818,,2254.35,2141.63,2462.87
,22819,,2593.52,2463.84,2833.42
,22830,,889.53,845.05,971.81
,22836,,1736.28,1649.47,1896.89
,22837,,1914.64,1818.91,2091.75
,22838,,1939.47,1842.50,2118.88
,22840,,817.98,777.08,893.64
,22842,,832.15,790.54,909.12
,22843,,892.28,847.67,974.82
,22844,,1065.79,1012.50,1164.38
,22845,,792.53,752.90,865.84
,22846,,826.54,785.21,902.99
,22847,,835.18,793.42,912.43
,22848,,388.15,368.74,424.05
,22849,,1414.94,1344.19,1545.82
,22850,,796.99,757.14,870.71
,22852,,765.61,727.33,836.43
,22853,,280.92,266.87,306.90
,22854,,367.37,349.00,401.35
,22855,,1203.14,1142.98,1314.43
,22856,,1762.08,1673.98,1925.08
,22857,,1831.83,1740.24,2001.28
,22858,,550.97,523.42,601.93
,22859,,366.81,348.47,400.74
,22860,,445.75,423.46,486.98
,22861,,2602.15,2472.04,2842.85
,22862,,2595.13,2465.37,2835.18
,22864,,2319.78,2203.79,2534.36
,22865,,2533.41,2406.74,2767.75
,22867,,1143.00,1085.85,1248.73
,22868,,263.58,250.40,287.96
,22869,,434.67,412.94,474.88
,22870,,117.80,111.91,128.70
,22900,,601.56,571.48,657.20
,22901,,710.15,674.64,775.84
,22902,,480.67,456.64,525.14
#,22902,,353.41,335.74,386.10
,22903,,469.50,446.03,512.93
,22904,,1104.07,1048.87,1206.20
,22905,,1414.94,1344.19,1545.82
,23000,,553.72,526.03,604.93
#,23000,,372.25,353.64,406.69
,23020,,726.68,690.35,793.90
,23030,,438.60,416.67,479.17
#,23030,,267.02,253.67,291.72
,23031,,427.65,406.27,467.21
#,23031,,233.74,222.05,255.36
,23035,,715.73,679.94,781.93
,23040,,751.84,714.25,821.39
,23044,,591.18,561.62,645.86
,23065,,225.47,214.20,246.33
#,23065,,163.60,155.42,178.73
,23066,,578.62,549.69,632.14
#,23066,,389.18,369.72,425.18
,23071,,446.48,424.16,487.78
,23073,,736.99,700.14,805.16
,23075,,516.15,490.34,563.89
#,23075,,345.83,328.54,377.82
,23076,,575.46,546.69,628.69
,23077,,1199.71,1139.72,1310.68
,23078,,1523.49,1447.32,1664.42
,23100,,533.57,506.89,582.92
,23101,,481.91,457.81,526.48
,23105,,674.65,640.92,737.06
,23106,,529.47,503.00,578.45
,23107,,698.85,663.91,763.50
,23120,,616.78,585.94,673.83
,23125,,747.55,710.17,816.70
,23130,,649.34,616.87,709.40
,23140,,585.70,556.42,639.88
,23145,,732.28,695.67,800.02
,23146,,657.46,624.59,718.28
,23150,,702.30,667.19,767.27
,23155,,839.53,797.55,917.18
,23156,,716.74,680.90,783.04
,23170,,594.68,564.95,649.69
,23172,,601.18,571.12,656.79
,23174,,804.12,763.91,878.50
,23180,,725.61,689.33,792.73
,23182,,707.16,671.80,772.57
,23184,,776.79,737.95,848.64
,23190,,606.45,576.13,662.55
,23195,,786.51,747.18,859.26
,23200,,1577.42,1498.55,1723.33
,23210,,1852.12,1759.51,2023.44
,23220,,2028.88,1927.44,2216.56
,23330,,298.28,283.37,325.88
#,23330,,174.85,166.11,191.03
,23333,,500.54,475.51,546.84
,23334,,1112.35,1056.73,1215.24
,23335,,1323.88,1257.69,1446.34
,23350,,153.46,145.79,167.66
#,23350,,50.12,47.61,54.75
,23395,,1343.73,1276.54,1468.02
,23397,,1192.45,1132.83,1302.75
,23400,,1020.68,969.65,1115.10
,23405,,640.84,608.80,700.12
,23406,,760.92,722.87,831.30
,23410,,859.11,816.15,938.57
,23412,,893.74,849.05,976.41
,23415,,736.50,699.68,804.63
,23420,,1023.31,972.14,1117.96
,23430,,779.33,740.36,851.41
,23440,,794.86,755.12,868.39
,23450,,993.41,943.74,1085.30
,23455,,1016.59,965.76,1110.62
,23460,,1144.05,1086.85,1249.88
,23462,,1120.32,1064.30,1223.95
,23465,,1172.91,1114.26,1281.40
,23466,,1170.93,1112.38,1279.24
,23470,,1252.04,1189.44,1367.86
,23472,,1509.96,1434.46,1649.63
,23473,,1679.73,1595.74,1835.10
,23474,,1814.39,1723.67,1982.22
,23480,,863.07,819.92,942.91
,23485,,999.98,949.98,1092.48
,23490,,904.29,859.08,987.94
,23491,,1066.94,1013.59,1165.63
,23500,,239.75,227.76,261.92
#,23500,,245.17,232.91,267.85
,23505,,383.76,364.57,419.26
#,23505,,357.61,339.73,390.69
,23515,,755.72,717.93,825.62
,23520,,257.49,244.62,281.31
#,23520,,255.89,243.10,279.57
,23525,,421.69,400.61,460.70
#,23525,,386.93,367.58,422.72
,23530,,607.33,576.96,663.50
,23532,,661.03,627.98,722.18
,23540,,253.38,240.71,276.82
#,23540,,251.78,239.19,275.07
,23545,,383.48,364.31,418.96
#,23545,,345.52,328.24,377.48
,23550,,599.99,569.99,655.49
,23552,,676.45,642.63,739.02
,23570,,251.46,238.89,274.72
#,23570,,259.76,246.77,283.79
,23575,,435.39,413.62,475.66
#,23575,,403.82,383.63,441.17
,23585,,1021.85,970.76,1116.37
,23600,,353.61,335.93,386.32
#,23600,,336.07,319.27,367.16
,23605,,496.64,471.81,542.58
#,23605,,452.95,430.30,494.85
,23615,,926.30,879.99,1011.99
,23616,,1292.22,1227.61,1411.75
,23620,,288.16,273.75,314.81
#,23620,,276.36,262.54,301.92
,23625,,404.48,384.26,441.90
#,23625,,371.63,353.05,406.01
,23630,,820.58,779.55,896.48
,23650,,355.47,337.70,388.36
#,23650,,322.30,306.19,352.12
,23655,,430.32,408.80,470.12
,23660,,615.24,584.48,672.15
,23665,,461.68,438.60,504.39
#,23665,,425.64,404.36,465.01
,23670,,916.72,870.88,1001.51
,23675,,583.21,554.05,637.16
#,23675,,529.95,503.45,578.97
,23680,,977.82,928.93,1068.27
,23700,,205.25,194.99,224.24
,23800,,1077.40,1023.53,1177.06
